"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","psGARCH","controls","DO",4.753877900643674,1,9,217,567,568,580,0.95,126,,3561
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","psGARCH","controls","DO",4.564863124840556,0,10,217,567,568,580,0.95,126,,3561
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","psGARCH","controls","DO",4.462364574360761,0,11,217,567,568,580,0.95,126,,3561
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","psGARCH","controls","DO",4.382392633314474,0,11,217,567,568,580,0.95,126,,3561
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","psGARCH","controls","DO",4.349276102749261,0,11,217,567,568,580,0.95,126,,3561
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","psGARCH","controls","DO",4.251625309132995,0,12,217,567,568,580,0.95,126,,3561
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","psGARCH","controls","DO",4.217114686903669,0,12,217,567,568,580,0.95,126,,3561
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","psGARCH","controls","DO",4.148406584149986,0,11,217,567,568,580,0.95,126,,3561
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","psGARCH","controls","DO",4.165268386375083,0,12,217,567,568,580,0.95,126,,3561
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","psGARCH","controls","DO",4.219569139895922,0,11,217,567,568,580,0.95,126,,3561
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","psGARCH","controls","DO",4.261680088971604,0,12,217,567,568,580,0.95,126,,3561
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","psGARCH","controls","DO",4.274522358258548,0,13,217,567,568,580,0.95,126,,3561
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","psGARCH","controls","DO",4.306361672319841,0,12,217,567,568,580,0.95,126,,3561
