"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","AutoArima","controls","NA",-0.00005306002979939923,-0.7077224496753572,0.7076163296157584,217,567,568,580,0.95,126,,3207
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","AutoArima","controls","NA",-0.00006212581517913481,-0.7190886726993687,0.7189644210690104,217,567,568,580,0.95,126,,3207
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","AutoArima","controls","NA",-0.00007119160055887039,-0.7302782753837052,0.7301358921825873,217,567,568,580,0.95,126,,3207
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","AutoArima","controls","NA",-0.00008025738593860597,-0.7412992501876424,0.7411387354157651,217,567,568,580,0.95,126,,3207
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","AutoArima","controls","NA",-0.00008932317131834155,-0.7521590043663905,0.7519803580237537,217,567,568,580,0.95,126,,3207
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","AutoArima","controls","NA",-0.00009838895669807713,-0.7628644182577824,0.7626676403443862,217,567,568,580,0.95,126,,3207
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","AutoArima","controls","NA",-0.00010745474207781314,-0.7734218963107246,0.7732069868265689,217,567,568,580,0.95,126,,3207
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","AutoArima","controls","NA",-0.00011652052745754872,-0.7838374119304578,0.7836043708755426,217,567,568,580,0.95,126,,3207
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","AutoArima","controls","NA",-0.0001255863128372843,-0.7941165470324153,0.7938653744067407,217,567,568,580,0.95,126,,3207
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","AutoArima","controls","NA",-0.00013465209821701988,-0.8042645270483296,0.8039952228518955,217,567,568,580,0.95,126,,3207
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","AutoArima","controls","NA",-0.00014371788359675546,-0.8142862520077936,0.8139988162406,217,567,568,580,0.95,126,,3207
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","AutoArima","controls","NA",-0.00015278366897649104,-0.8241863242199994,0.8238807568820463,217,567,568,580,0.95,126,,3207
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","AutoArima","controls","NA",-0.00016184945435622662,-0.8339690729994269,0.8336453740907144,217,567,568,580,0.95,126,,3207
