"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sAutoArima","controls","total",47.07165796849099,17.541793618957218,76.60152231802476,217,567,568,580,0.95,126,,3265
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sAutoArima","controls","total",47.54070667635647,15.63260187977583,79.44881147293711,217,567,568,580,0.95,126,,3265
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sAutoArima","controls","total",47.265063715729674,15.356958919149033,79.17316851231031,217,567,568,580,0.95,126,,3265
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sAutoArima","controls","total",44.82347414631459,12.915369349733947,76.73157894289523,217,567,568,580,0.95,126,,3265
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sAutoArima","controls","total",41.02994082479218,9.121836028211536,72.93804562137282,217,567,568,580,0.95,126,,3265
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sAutoArima","controls","total",36.574980681737195,4.6668758851565535,68.48308547831783,217,567,568,580,0.95,126,,3265
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sAutoArima","controls","total",32.808202531215436,0.9000977346347945,64.71630732779607,217,567,568,580,0.95,126,,3265
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sAutoArima","controls","total",30.530560757992006,-1.3775440385886348,62.43866555457265,217,567,568,580,0.95,126,,3265
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sAutoArima","controls","total",30.395042010227776,-1.5130627863528652,62.303146806808414,217,567,568,580,0.95,126,,3265
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sAutoArima","controls","total",32.43343088317972,0.5253260865990761,64.34153567976036,217,567,568,580,0.95,126,,3265
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sAutoArima","controls","total",36.061038893557786,4.152934096977145,67.96914369013842,217,567,568,580,0.95,126,,3265
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sAutoArima","controls","total",40.4491380018926,8.541033205311958,72.35724279847324,217,567,568,580,0.95,126,,3265
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sAutoArima","controls","total",44.41871351880363,12.510608722222987,76.32681831538427,217,567,568,580,0.95,126,,3265
