"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","exclosures","NA",0.95,0.0478037211301322,-0.544236304733253,0.639843746993518,2914,"2914.04",,559,2022-09-29,8,2022,114,217,560,559,572,-1,,
"abundance","AutoArima","exclosures","NA",0.95,0.0790323980657529,-0.534773780397712,0.692838576529217,2914,"2914.04",,560,2022-09-29,9,2022,114,217,560,559,572,0,,
"abundance","AutoArima","exclosures","NA",0.95,0.100592854395593,-0.556217389355469,0.757403098146655,2914,"2914.04",,561,2022-09-29,10,2022,114,217,560,559,572,1,,
"abundance","AutoArima","exclosures","NA",0.95,0.0984450799716502,-0.558743050578745,0.755633210522045,2914,"2914.04",,562,2022-09-29,11,2022,114,217,560,559,572,2,,
"abundance","AutoArima","exclosures","NA",0.95,0.0984450799716502,-0.558743050578745,0.755633210522045,2914,"2914.04",,563,2022-09-29,12,2022,114,217,560,559,572,3,,
"abundance","AutoArima","exclosures","NA",0.95,0.0984450799716502,-0.558743050578745,0.755633210522045,2914,"2914.04",,564,2022-09-29,1,2023,114,217,560,559,572,4,,
"abundance","AutoArima","exclosures","NA",0.95,0.0984450799716502,-0.558743050578745,0.755633210522045,2914,"2914.04",,565,2022-09-29,2,2023,114,217,560,559,572,5,,
"abundance","AutoArima","exclosures","NA",0.95,0.0984450799716502,-0.558743050578745,0.755633210522045,2914,"2914.04",,566,2022-09-29,3,2023,114,217,560,559,572,6,,
"abundance","AutoArima","exclosures","NA",0.95,0.0984450799716502,-0.558743050578745,0.755633210522045,2914,"2914.04",,567,2022-09-29,4,2023,114,217,560,559,572,7,,
"abundance","AutoArima","exclosures","NA",0.95,0.0984450799716502,-0.558743050578745,0.755633210522045,2914,"2914.04",,568,2022-09-29,5,2023,114,217,560,559,572,8,,
"abundance","AutoArima","exclosures","NA",0.95,0.0984450799716502,-0.558743050578745,0.755633210522045,2914,"2914.04",,569,2022-09-29,6,2023,114,217,560,559,572,9,,
"abundance","AutoArima","exclosures","NA",0.95,0.0984450799716502,-0.558743050578745,0.755633210522045,2914,"2914.04",,570,2022-09-29,7,2023,114,217,560,559,572,10,,
"abundance","AutoArima","exclosures","NA",0.95,0.0984450799716502,-0.558743050578745,0.755633210522045,2914,"2914.04",,571,2022-09-29,8,2023,114,217,560,559,572,11,,
"abundance","AutoArima","exclosures","NA",0.95,0.0984450799716502,-0.558743050578745,0.755633210522045,2914,"2914.04",,572,2022-09-29,9,2023,114,217,560,559,572,12,,
