"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pevGARCH","controls","NA",0.07728666700255853,0,1,217,567,568,580,0.95,126,,3610
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pevGARCH","controls","NA",0.09273236335310885,0,1,217,567,568,580,0.95,126,,3610
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pevGARCH","controls","NA",0.10531517912304657,0,1,217,567,568,580,0.95,126,,3610
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pevGARCH","controls","NA",0.07343263954460198,0,1,217,567,568,580,0.95,126,,3610
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pevGARCH","controls","NA",0.07299112532492612,0,1,217,567,568,580,0.95,126,,3610
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pevGARCH","controls","NA",0.07152859406678443,0,1,217,567,568,580,0.95,126,,3610
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pevGARCH","controls","NA",0.0780746691685458,0,1,217,567,568,580,0.95,126,,3610
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pevGARCH","controls","NA",0.045340255392780617,0,1,217,567,568,580,0.95,126,,3610
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pevGARCH","controls","NA",0.04591828229846029,0,1,217,567,568,580,0.95,126,,3610
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pevGARCH","controls","NA",0.05922778057200782,0,1,217,567,568,580,0.95,126,,3610
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pevGARCH","controls","NA",0.04206441156425156,0,1,217,567,568,580,0.95,126,,3610
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pevGARCH","controls","NA",0.04533875293942664,0,1,217,567,568,580,0.95,126,,3610
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pevGARCH","controls","NA",0.06140285459818075,0,1,217,567,568,580,0.95,126,,3610
