"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sAutoArima","exclosures","BA",0.017070198921072567,-1.5769337021040197,1.611074099946165,217,567,568,580,0.95,126,,3266
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sAutoArima","exclosures","BA",-0.008492818861319489,-1.654048719694736,1.6370630819720968,217,567,568,580,0.95,126,,3266
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sAutoArima","exclosures","BA",-0.035614912047166825,-1.7222299050867802,1.6510000809924468,217,567,568,580,0.95,126,,3266
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sAutoArima","exclosures","BA",-0.056955732837801504,-1.8081213311903903,1.6942098655147875,217,567,568,580,0.95,126,,3266
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sAutoArima","exclosures","BA",-0.06867237289452473,-1.8684300541102214,1.7310853083211721,217,567,568,580,0.95,126,,3266
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sAutoArima","exclosures","BA",-0.06918989606795681,-1.8968390316868258,1.758459239550912,217,567,568,580,0.95,126,,3266
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sAutoArima","exclosures","BA",-0.05621759925122154,-1.9039085872164947,1.7914733887140517,217,567,568,580,0.95,126,,3266
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sAutoArima","exclosures","BA",-0.0316289563623089,-1.8968062277499704,1.8335483150253526,217,567,568,580,0.95,126,,3266
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sAutoArima","exclosures","BA",-0.002926336002412386,-1.882034883252938,1.8761822112481135,217,567,568,580,0.95,126,,3266
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sAutoArima","exclosures","BA",0.024618535666311676,-1.8646329877769439,1.9138700591095674,217,567,568,580,0.95,126,,3266
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sAutoArima","exclosures","BA",0.04298422100693753,-1.8538545571909693,1.9398229992048444,217,567,568,580,0.95,126,,3266
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sAutoArima","exclosures","BA",0.048779519042798494,-1.8540178685990985,1.9515769066846953,217,567,568,580,0.95,126,,3266
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sAutoArima","exclosures","BA",0.04059497488631765,-1.8668573628553953,1.9480473126280307,217,567,568,580,0.95,126,,3266
