"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_id","cast_group","confidence_level","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2020-12-03",2,2020,"abundance","NaiveArima","all","SF",0,-4.3109731494995,4.3109731494995,"1381.18",55,0.95,1381,NA,528,217,537,528,549,-9,NA,NA
"2020-12-03",3,2020,"abundance","NaiveArima","all","SF",0,-6.09663669504846,6.09663669504846,"1381.18",55,0.95,1381,NA,529,217,537,528,549,-8,NA,NA
"2020-12-03",4,2020,"abundance","NaiveArima","all","SF",0,-7.46682452499836,7.46682452499836,"1381.18",55,0.95,1381,NA,530,217,537,528,549,-7,NA,NA
"2020-12-03",5,2020,"abundance","NaiveArima","all","SF",0,-8.62194629899901,8.62194629899901,"1381.18",55,0.95,1381,NA,531,217,537,528,549,-6,NA,NA
"2020-12-03",6,2020,"abundance","NaiveArima","all","SF",0,-9.63962901145726,9.63962901145726,"1381.18",55,0.95,1381,NA,532,217,537,528,549,-5,NA,NA
"2020-12-03",7,2020,"abundance","NaiveArima","all","SF",0,-10.5596845111127,10.5596845111127,"1381.18",55,0.95,1381,NA,533,217,537,528,549,-4,NA,NA
"2020-12-03",8,2020,"abundance","NaiveArima","all","SF",0,-11.4057628622526,11.4057628622526,"1381.18",55,0.95,1381,NA,534,217,537,528,549,-3,NA,NA
"2020-12-03",9,2020,"abundance","NaiveArima","all","SF",0,-12.1932733900969,12.1932733900969,"1381.18",55,0.95,1381,NA,535,217,537,528,549,-2,NA,NA
"2020-12-03",10,2020,"abundance","NaiveArima","all","SF",0,-12.9329194484985,12.9329194484985,"1381.18",55,0.95,1381,NA,536,217,537,528,549,-1,NA,NA
"2020-12-03",11,2020,"abundance","NaiveArima","all","SF",0,-13.632494084248,13.632494084248,"1381.18",55,0.95,1381,NA,537,217,537,528,549,0,NA,NA
"2020-12-03",12,2020,"abundance","NaiveArima","all","SF",0,-14.2978804181866,14.2978804181866,"1381.18",55,0.95,1381,NA,538,217,537,528,549,1,NA,NA
"2020-12-03",1,2021,"abundance","NaiveArima","all","SF",0,-14.9336490499967,14.9336490499967,"1381.18",55,0.95,1381,NA,539,217,537,528,549,2,NA,NA
"2020-12-03",2,2021,"abundance","NaiveArima","all","SF",0,-15.543434737669,15.543434737669,"1381.18",55,0.95,1381,NA,540,217,537,528,549,3,NA,NA
"2020-12-03",3,2021,"abundance","NaiveArima","all","SF",0,-16.1301845290089,16.1301845290089,"1381.18",55,0.95,1381,NA,541,217,537,528,549,4,NA,NA
"2020-12-03",4,2021,"abundance","NaiveArima","all","SF",0,-16.6963272139589,16.6963272139589,"1381.18",55,0.95,1381,NA,542,217,537,528,549,5,NA,NA
"2020-12-03",5,2021,"abundance","NaiveArima","all","SF",0,-17.243892597998,17.243892597998,"1381.18",55,0.95,1381,NA,543,217,537,528,549,6,NA,NA
"2020-12-03",6,2021,"abundance","NaiveArima","all","SF",0,-17.7745976445881,17.7745976445881,"1381.18",55,0.95,1381,NA,544,217,537,528,549,7,NA,NA
"2020-12-03",7,2021,"abundance","NaiveArima","all","SF",0,-18.2899100851454,18.2899100851454,"1381.18",55,0.95,1381,NA,545,217,537,528,549,8,NA,NA
"2020-12-03",8,2021,"abundance","NaiveArima","all","SF",0,-18.7910963069856,18.7910963069856,"1381.18",55,0.95,1381,NA,546,217,537,528,549,9,NA,NA
"2020-12-03",9,2021,"abundance","NaiveArima","all","SF",0,-19.2792580229145,19.2792580229145,"1381.18",55,0.95,1381,NA,547,217,537,528,549,10,NA,NA
"2020-12-03",10,2021,"abundance","NaiveArima","all","SF",0,-19.7553607765037,19.7553607765037,"1381.18",55,0.95,1381,NA,548,217,537,528,549,11,NA,NA
"2020-12-03",11,2021,"abundance","NaiveArima","all","SF",0,-20.2202564005881,20.2202564005881,"1381.18",55,0.95,1381,NA,549,217,537,528,549,12,NA,NA
