"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pevGARCH","controls","DO",5.028809091117732,1,10,217,567,568,580,0.95,126,,3608
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pevGARCH","controls","DO",4.563058603987496,0,10,217,567,568,580,0.95,126,,3608
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pevGARCH","controls","DO",3.86363020602567,0,10,217,567,568,580,0.95,126,,3608
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pevGARCH","controls","DO",3.3329317999074974,0,10,217,567,568,580,0.95,126,,3608
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pevGARCH","controls","DO",2.999642314934193,0,9,217,567,568,580,0.95,126,,3608
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pevGARCH","controls","DO",2.8352743265794857,0,9,217,567,568,580,0.95,126,,3608
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pevGARCH","controls","DO",2.8415220369470995,0,9,217,567,568,580,0.95,126,,3608
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pevGARCH","controls","DO",2.968948216413939,0,9,217,567,568,580,0.95,126,,3608
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pevGARCH","controls","DO",3.1970685758147934,0,10,217,567,568,580,0.95,126,,3608
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pevGARCH","controls","DO",3.4568217805947357,0,11,217,567,568,580,0.95,126,,3608
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pevGARCH","controls","DO",3.6612888780800343,0,12,217,567,568,580,0.95,126,,3608
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pevGARCH","controls","DO",3.7241693498337023,0,12,217,567,568,580,0.95,126,,3608
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pevGARCH","controls","DO",3.629789696966399,0,11,217,567,568,580,0.95,126,,3608
