"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2023-02-16",2,2023,"abundance","AutoArima","all","PP",119,0.95,20.686024029509,-38.6252640509089,79.997312109927,"3023.13",3023,NA,565,217,564,565,576,1,NA,NA
"2023-02-16",3,2023,"abundance","AutoArima","all","PP",119,0.95,52.8284966180317,-32.5855141058298,138.242507341893,"3023.13",3023,NA,566,217,564,565,576,2,NA,NA
"2023-02-16",4,2023,"abundance","AutoArima","all","PP",119,0.95,75.0517426202077,-26.0573329486855,176.160818189101,"3023.13",3023,NA,567,217,564,565,576,3,NA,NA
"2023-02-16",5,2023,"abundance","AutoArima","all","PP",119,0.95,90.1775470535144,-18.4394743187926,198.794568425821,"3023.13",3023,NA,568,217,564,565,576,4,NA,NA
"2023-02-16",6,2023,"abundance","AutoArima","all","PP",119,0.95,96.4258385831782,-14.7730813242822,207.624758490639,"3023.13",3023,NA,569,217,564,565,576,5,NA,NA
"2023-02-16",7,2023,"abundance","AutoArima","all","PP",119,0.95,96.4258385831782,-14.982218498117,207.833895664473,"3023.13",3023,NA,570,217,564,565,576,6,NA,NA
"2023-02-16",8,2023,"abundance","AutoArima","all","PP",119,0.95,96.4258385831782,-15.1909638108721,208.042640977229,"3023.13",3023,NA,571,217,564,565,576,7,NA,NA
"2023-02-16",9,2023,"abundance","AutoArima","all","PP",119,0.95,96.4258385831782,-15.3993194570223,208.250996623379,"3023.13",3023,NA,572,217,564,565,576,8,NA,NA
"2023-02-16",10,2023,"abundance","AutoArima","all","PP",119,0.95,96.4258385831782,-15.6072876106362,208.458964776993,"3023.13",3023,NA,573,217,564,565,576,9,NA,NA
"2023-02-16",11,2023,"abundance","AutoArima","all","PP",119,0.95,96.4258385831782,-15.8148704256413,208.666547591998,"3023.13",3023,NA,574,217,564,565,576,10,NA,NA
"2023-02-16",12,2023,"abundance","AutoArima","all","PP",119,0.95,96.4258385831782,-16.0220700360835,208.87374720244,"3023.13",3023,NA,575,217,564,565,576,11,NA,NA
"2023-02-16",1,2024,"abundance","AutoArima","all","PP",119,0.95,96.4258385831782,-16.2288885563838,209.08056572274,"3023.13",3023,NA,576,217,564,565,576,12,NA,NA
