"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","ESSS","controls","PE",1.7582996646210605,0.35203400275236363,3.1645653264897575,217,567,568,580,0.95,126,,3305
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","ESSS","controls","PE",1.7582996646210605,0.23249489454252292,3.2841044346995982,217,567,568,580,0.95,126,,3305
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","ESSS","controls","PE",1.7582996646210605,0.12166369989407388,3.394935629348047,217,567,568,580,0.95,126,,3305
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","ESSS","controls","PE",1.7582996646210605,0.017876047888269575,3.4987232813538514,217,567,568,580,0.95,126,,3305
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","ESSS","controls","PE",1.7582996646210605,-0.08006141262265243,3.596660741864773,217,567,568,580,0.95,126,,3305
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","ESSS","controls","PE",1.7582996646210605,-0.1730388699109049,3.689638199153026,217,567,568,580,0.95,126,,3305
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","ESSS","controls","PE",1.7582996646210605,-0.26174132991630117,3.778340659158422,217,567,568,580,0.95,126,,3305
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","ESSS","controls","PE",1.7582996646210605,-0.3467092912399141,3.863308620482035,217,567,568,580,0.95,126,,3305
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","ESSS","controls","PE",1.7582996646210605,-0.42837813260886604,3.944977461850987,217,567,568,580,0.95,126,,3305
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","ESSS","controls","PE",1.7582996646210605,-0.5071046863815902,4.023704015623711,217,567,568,580,0.95,126,,3305
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","ESSS","controls","PE",1.7582996646210605,-0.5831857524134243,4.099785081655545,217,567,568,580,0.95,126,,3305
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","ESSS","controls","PE",1.7582996646210605,-0.6568713526836292,4.17347068192575,217,567,568,580,0.95,126,,3305
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","ESSS","controls","PE",1.7582996646210605,-0.728374445002471,4.244973774244592,217,567,568,580,0.95,126,,3305
