"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","jags_RW","controls","DM",7.232,2.651,12.218,0.95,1888,1888.01,NA,549,2021-10-28,11,2021,73,217,548,549,560,1,NA,NA
"2","abundance","jags_RW","controls","DM",12.743,0.018,44.668,0.95,1888,1888.01,NA,550,2021-10-28,12,2021,73,217,548,549,560,2,NA,NA
"3","abundance","jags_RW","controls","DM",19.305,0,83.974,0.95,1888,1888.01,NA,551,2021-10-28,1,2022,73,217,548,549,560,3,NA,NA
"4","abundance","jags_RW","controls","DM",25.269,0,142.411,0.95,1888,1888.01,NA,552,2021-10-28,2,2022,73,217,548,549,560,4,NA,NA
"5","abundance","jags_RW","controls","DM",29.645,0.094,196.9,0.95,1888,1888.01,NA,553,2021-10-28,3,2022,73,217,548,549,560,5,NA,NA
"6","abundance","jags_RW","controls","DM",33.046,0.024,196.9,0.95,1888,1888.01,NA,554,2021-10-28,4,2022,73,217,548,549,560,6,NA,NA
"7","abundance","jags_RW","controls","DM",35.144,0,196.9,0.95,1888,1888.01,NA,555,2021-10-28,4,2022,73,217,548,549,560,7,NA,NA
"8","abundance","jags_RW","controls","DM",36.152,0,196.9,0.95,1888,1888.01,NA,556,2021-10-28,5,2022,73,217,548,549,560,8,NA,NA
"9","abundance","jags_RW","controls","DM",37.252,0,196.9,0.95,1888,1888.01,NA,557,2021-10-28,6,2022,73,217,548,549,560,9,NA,NA
"10","abundance","jags_RW","controls","DM",37.645,0,196.9,0.95,1888,1888.01,NA,558,2021-10-28,7,2022,73,217,548,549,560,10,NA,NA
"11","abundance","jags_RW","controls","DM",38.739,0,196.9,0.95,1888,1888.01,NA,559,2021-10-28,8,2022,73,217,548,549,560,11,NA,NA
"12","abundance","jags_RW","controls","DM",38.977,0,196.9,0.95,1888,1888.01,NA,560,2021-10-28,9,2022,73,217,548,549,560,12,NA,NA
