"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","controls","PP",0.95,59.4020565299943,45,74,2931,"2931.14",,559,2022-09-29,8,2022,114,217,560,559,572,-1,,
"abundance","pevGARCH","controls","PP",0.95,48.8061134886585,33,67,2931,"2931.14",,560,2022-09-29,9,2022,114,217,560,559,572,0,,
"abundance","pevGARCH","controls","PP",0.95,38.0310579777022,22,55,2931,"2931.14",,561,2022-09-29,10,2022,114,217,560,559,572,1,,
"abundance","pevGARCH","controls","PP",0.95,29.2444798624176,16,45,2931,"2931.14",,562,2022-09-29,11,2022,114,217,560,559,572,2,,
"abundance","pevGARCH","controls","PP",0.95,23.3637398783967,11,37,2931,"2931.14",,563,2022-09-29,12,2022,114,217,560,559,572,3,,
"abundance","pevGARCH","controls","PP",0.95,19.8981997796717,8,33,2931,"2931.14",,564,2022-09-29,1,2023,114,217,560,559,572,4,,
"abundance","pevGARCH","controls","PP",0.95,23.4464182415703,9,38,2931,"2931.14",,565,2022-09-29,2,2023,114,217,560,559,572,5,,
"abundance","pevGARCH","controls","PP",0.95,20.8621497991667,8,35,2931,"2931.14",,566,2022-09-29,3,2023,114,217,560,559,572,6,,
"abundance","pevGARCH","controls","PP",0.95,30.8333686071803,14,50,2931,"2931.14",,567,2022-09-29,4,2023,114,217,560,559,572,7,,
"abundance","pevGARCH","controls","PP",0.95,45.9569110146073,22,72,2931,"2931.14",,568,2022-09-29,5,2023,114,217,560,559,572,8,,
"abundance","pevGARCH","controls","PP",0.95,61.6108981760902,30,92,2931,"2931.14",,569,2022-09-29,6,2023,114,217,560,559,572,9,,
"abundance","pevGARCH","controls","PP",0.95,70.8475270019421,36,104,2931,"2931.14",,570,2022-09-29,7,2023,114,217,560,559,572,10,,
"abundance","pevGARCH","controls","PP",0.95,83.5169214799206,47,122,2931,"2931.14",,571,2022-09-29,8,2023,114,217,560,559,572,11,,
"abundance","pevGARCH","controls","PP",0.95,91.2694098466816,52,127,2931,"2931.14",,572,2022-09-29,9,2023,114,217,560,559,572,12,,
