"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","ESSS","exclosures","PE",2.3439997355920825,0.5298800331589104,4.158119438025254,217,567,568,580,0.95,126,,3318
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","ESSS","exclosures","PE",2.3439997355920825,0.3629595834623902,4.325039887721775,217,567,568,580,0.95,126,,3318
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","ESSS","exclosures","PE",2.3439997355920825,0.20905011699593246,4.478949354188233,217,567,568,580,0.95,126,,3318
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","ESSS","exclosures","PE",2.3439997355920825,0.06551346977048222,4.622486001413683,217,567,568,580,0.95,126,,3318
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","ESSS","exclosures","PE",2.3439997355920825,-0.06950175666589242,4.7575012278500575,217,567,568,580,0.95,126,,3318
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","ESSS","exclosures","PE",2.3439997355920825,-0.1973540852532727,4.885353556437438,217,567,568,580,0.95,126,,3318
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","ESSS","exclosures","PE",2.3439997355920825,-0.31907537268389286,5.0070748438680575,217,567,568,580,0.95,126,,3318
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","ESSS","exclosures","PE",2.3439997355920825,-0.4354712252047577,5.123470696388923,217,567,568,580,0.95,126,,3318
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","ESSS","exclosures","PE",2.3439997355920825,-0.5471849024943065,5.235184373678472,217,567,568,580,0.95,126,,3318
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","ESSS","exclosures","PE",2.3439997355920825,-0.6547397331014779,5.3427392042856425,217,567,568,580,0.95,126,,3318
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","ESSS","exclosures","PE",2.3439997355920825,-0.7585682637746274,5.446567734958792,217,567,568,580,0.95,126,,3318
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","ESSS","exclosures","PE",2.3439997355920825,-0.8590328868281389,5.547032358012304,217,567,568,580,0.95,126,,3318
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","ESSS","exclosures","PE",2.3439997355920825,-0.9564408061965399,5.6444402773807045,217,567,568,580,0.95,126,,3318
