"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2023-02-09",2,2023,"abundance","jags_logistic_covariates","controls","DM",8.443,2.553,23.536,118,0.95,"3007.1",3007,NA,565,217,564,565,576,1,NA,NA
"2023-02-09",3,2023,"abundance","jags_logistic_covariates","controls","DM",8.436,2.539,23.557,118,0.95,"3007.1",3007,NA,566,217,564,565,576,2,NA,NA
"2023-02-09",4,2023,"abundance","jags_logistic_covariates","controls","DM",8.43,2.525,23.579,118,0.95,"3007.1",3007,NA,567,217,564,565,576,3,NA,NA
"2023-02-09",5,2023,"abundance","jags_logistic_covariates","controls","DM",8.424,2.514,23.602,118,0.95,"3007.1",3007,NA,568,217,564,565,576,4,NA,NA
"2023-02-09",6,2023,"abundance","jags_logistic_covariates","controls","DM",8.418,2.498,23.62,118,0.95,"3007.1",3007,NA,569,217,564,565,576,5,NA,NA
"2023-02-09",7,2023,"abundance","jags_logistic_covariates","controls","DM",8.412,2.486,23.641,118,0.95,"3007.1",3007,NA,570,217,564,565,576,6,NA,NA
"2023-02-09",8,2023,"abundance","jags_logistic_covariates","controls","DM",8.405,2.472,23.662,118,0.95,"3007.1",3007,NA,571,217,564,565,576,7,NA,NA
"2023-02-09",9,2023,"abundance","jags_logistic_covariates","controls","DM",8.399,2.457,23.682,118,0.95,"3007.1",3007,NA,572,217,564,565,576,8,NA,NA
"2023-02-09",10,2023,"abundance","jags_logistic_covariates","controls","DM",8.393,2.442,23.703,118,0.95,"3007.1",3007,NA,573,217,564,565,576,9,NA,NA
"2023-02-09",11,2023,"abundance","jags_logistic_covariates","controls","DM",8.387,2.427,23.723,118,0.95,"3007.1",3007,NA,574,217,564,565,576,10,NA,NA
"2023-02-09",12,2023,"abundance","jags_logistic_covariates","controls","DM",8.381,2.413,23.744,118,0.95,"3007.1",3007,NA,575,217,564,565,576,11,NA,NA
"2023-02-09",1,2024,"abundance","jags_logistic_covariates","controls","DM",8.375,2.399,23.767,118,0.95,"3007.1",3007,NA,576,217,564,565,576,12,NA,NA
