"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","controls","PB",0.95,-0.396214753754589,-4.30371148575404,3.51128197824486,2979,"2979.08",,560,2022-10-20,9,2022,117,217,560,560,572,0,,
"abundance","AutoArima","controls","PB",0.95,-0.397369375422885,-6.28377524197757,5.4890364911318,2979,"2979.08",,561,2022-10-20,10,2022,117,217,560,560,572,1,,
"abundance","AutoArima","controls","PB",0.95,-0.398523997091181,-7.74910338520968,6.95205539102731,2979,"2979.08",,562,2022-10-20,11,2022,117,217,560,560,572,2,,
"abundance","AutoArima","controls","PB",0.95,-0.399678618759477,-8.96777412804598,8.16841689052703,2979,"2979.08",,563,2022-10-20,12,2022,117,217,560,560,572,3,,
"abundance","AutoArima","controls","PB",0.95,-0.400833240427773,-10.0337717314324,9.23210525057686,2979,"2979.08",,564,2022-10-20,1,2023,117,217,560,560,572,4,,
"abundance","AutoArima","controls","PB",0.95,-0.401987862096069,-10.9932459217744,10.1892701975823,2979,"2979.08",,565,2022-10-20,2,2023,117,217,560,560,572,5,,
"abundance","AutoArima","controls","PB",0.95,-0.403142483764365,-11.8729284713896,11.0666435038609,2979,"2979.08",,566,2022-10-20,3,2023,117,217,560,560,572,6,,
"abundance","AutoArima","controls","PB",0.95,-0.40429710543266,-12.6899486517345,11.8813544408691,2979,"2979.08",,567,2022-10-20,4,2023,117,217,560,560,572,7,,
"abundance","AutoArima","controls","PB",0.95,-0.405451727100956,-13.456063867241,12.6451604130391,2979,"2979.08",,568,2022-10-20,5,2023,117,217,560,560,572,8,,
"abundance","AutoArima","controls","PB",0.95,-0.406606348769252,-14.17975851331,13.3665458157715,2979,"2979.08",,569,2022-10-20,6,2023,117,217,560,560,572,9,,
"abundance","AutoArima","controls","PB",0.95,-0.407760970437548,-14.8673931878495,14.0518712469744,2979,"2979.08",,570,2022-10-20,7,2023,117,217,560,560,572,10,,
"abundance","AutoArima","controls","PB",0.95,-0.408915592105844,-15.5238819228007,14.706050738589,2979,"2979.08",,571,2022-10-20,8,2023,117,217,560,560,572,11,,
"abundance","AutoArima","controls","PB",0.95,-0.41007021377414,-16.1531147253438,15.3329742977955,2979,"2979.08",,572,2022-10-20,9,2023,117,217,560,560,572,12,,
