"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","GPEDM","exclosures","RO",0.0210344081646325,-0.404391162795039,0.446459979124304,0.95,840,"840.18",,528,2020-05-28,2,2020,35,217,531,528,543,-3,,
"abundance","GPEDM","exclosures","RO",0.0299909221148236,-0.395705161194735,0.455687005424382,0.95,840,"840.18",,529,2020-05-28,3,2020,35,217,531,528,543,-2,,
"abundance","GPEDM","exclosures","RO",0.0484768095484479,-0.377784215291289,0.474737834388185,0.95,840,"840.18",,530,2020-05-28,4,2020,35,217,531,528,543,-1,,
"abundance","GPEDM","exclosures","RO",0.0627752933451995,-0.364995619752122,0.490546206442521,0.95,840,"840.18",,531,2020-05-28,5,2020,35,217,531,528,543,0,,
"abundance","GPEDM","exclosures","RO",0.0852027995873526,-0.345076811644213,0.515482410818918,0.95,840,"840.18",,532,2020-05-28,6,2020,35,217,531,528,543,1,,
"abundance","GPEDM","exclosures","RO",0.106544628709978,-0.328240367795753,0.541329625215709,0.95,840,"840.18",,533,2020-05-28,7,2020,35,217,531,528,543,2,,
"abundance","GPEDM","exclosures","RO",0.136543142683406,-0.304958063968721,0.578044349335533,0.95,840,"840.18",,534,2020-05-28,8,2020,35,217,531,528,543,3,,
"abundance","GPEDM","exclosures","RO",0.167870178756907,-0.283911288874206,0.619651646388021,0.95,840,"840.18",,535,2020-05-28,9,2020,35,217,531,528,543,4,,
"abundance","GPEDM","exclosures","RO",0.207888484666137,-0.257737692757052,0.673514662089326,0.95,840,"840.18",,536,2020-05-28,10,2020,35,217,531,528,543,5,,
"abundance","GPEDM","exclosures","RO",0.250102106027399,-0.234029319246838,0.734233531301635,0.95,840,"840.18",,537,2020-05-28,11,2020,35,217,531,528,543,6,,
"abundance","GPEDM","exclosures","RO",0.297973109537384,-0.208357186208547,0.804303405283315,0.95,840,"840.18",,538,2020-05-28,12,2020,35,217,531,528,543,7,,
"abundance","GPEDM","exclosures","RO",0.341863158421824,-0.189984500768111,0.873710817611759,0.95,840,"840.18",,539,2020-05-28,1,2021,35,217,531,528,543,8,,
"abundance","GPEDM","exclosures","RO",0.379032398825207,-0.179220862167892,0.937285659818306,0.95,840,"840.18",,540,2020-05-28,2,2021,35,217,531,528,543,9,,
"abundance","GPEDM","exclosures","RO",0.397089223004845,-0.187107590302781,0.98128603631247,0.95,840,"840.18",,541,2020-05-28,3,2021,35,217,531,528,543,10,,
"abundance","GPEDM","exclosures","RO",0.396060397685104,-0.211428421715019,1.00354921708523,0.95,840,"840.18",,542,2020-05-28,4,2021,35,217,531,528,543,11,,
"abundance","GPEDM","exclosures","RO",0.375493330056578,-0.251539024174674,1.00252568428783,0.95,840,"840.18",,543,2020-05-28,5,2021,35,217,531,528,543,12,,
