"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-04-14",1,2022,"abundance","jags_logistic","dm_controls","DM",19.948,11.913,28.838,90,0.95,"2364.1",2364,NA,552,217,554,552,566,-2,NA,NA
"2022-04-14",3,2022,"abundance","jags_logistic","dm_controls","DM",32.584,0.193,115.473,90,0.95,"2364.1",2364,NA,553,217,554,552,566,-1,NA,NA
"2022-04-14",4,2022,"abundance","jags_logistic","dm_controls","DM",41.122,1.35,196.9,90,0.95,"2364.1",2364,NA,554,217,554,552,566,0,NA,NA
"2022-04-14",4,2022,"abundance","jags_logistic","dm_controls","DM",46.342,0.71,196.9,90,0.95,"2364.1",2364,NA,555,217,554,552,566,1,NA,NA
"2022-04-14",5,2022,"abundance","jags_logistic","dm_controls","DM",48.021,0.428,196.9,90,0.95,"2364.1",2364,NA,556,217,554,552,566,2,NA,NA
"2022-04-14",6,2022,"abundance","jags_logistic","dm_controls","DM",49.122,0.268,196.9,90,0.95,"2364.1",2364,NA,557,217,554,552,566,3,NA,NA
"2022-04-14",7,2022,"abundance","jags_logistic","dm_controls","DM",48.927,0.144,196.9,90,0.95,"2364.1",2364,NA,558,217,554,552,566,4,NA,NA
"2022-04-14",8,2022,"abundance","jags_logistic","dm_controls","DM",48.098,0.07,196.9,90,0.95,"2364.1",2364,NA,559,217,554,552,566,5,NA,NA
"2022-04-14",9,2022,"abundance","jags_logistic","dm_controls","DM",48.12,0.019,196.9,90,0.95,"2364.1",2364,NA,560,217,554,552,566,6,NA,NA
"2022-04-14",10,2022,"abundance","jags_logistic","dm_controls","DM",47.751,0,196.9,90,0.95,"2364.1",2364,NA,561,217,554,552,566,7,NA,NA
"2022-04-14",11,2022,"abundance","jags_logistic","dm_controls","DM",46.931,0,196.9,90,0.95,"2364.1",2364,NA,562,217,554,552,566,8,NA,NA
"2022-04-14",12,2022,"abundance","jags_logistic","dm_controls","DM",46.209,0,196.9,90,0.95,"2364.1",2364,NA,563,217,554,552,566,9,NA,NA
"2022-04-14",1,2023,"abundance","jags_logistic","dm_controls","DM",45.26,0,196.9,90,0.95,"2364.1",2364,NA,564,217,554,552,566,10,NA,NA
"2022-04-14",2,2023,"abundance","jags_logistic","dm_controls","DM",44.378,0,196.9,90,0.95,"2364.1",2364,NA,565,217,554,552,566,11,NA,NA
"2022-04-14",3,2023,"abundance","jags_logistic","dm_controls","DM",43.129,0,196.9,90,0.95,"2364.1",2364,NA,566,217,554,552,566,12,NA,NA
