"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pGARCH","all","NA",0.6705564222682665,0,3,217,567,568,580,0.95,126,,3498
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pGARCH","all","NA",1.118086151959852,0,4,217,567,568,580,0.95,126,,3498
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pGARCH","all","NA",1.4163738481511303,0,5,217,567,568,580,0.95,126,,3498
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pGARCH","all","NA",1.6150558952876644,0,6,217,567,568,580,0.95,126,,3498
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pGARCH","all","NA",1.747342156263742,0,6,217,567,568,580,0.95,126,,3498
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pGARCH","all","NA",1.8354001225902177,0,6,217,567,568,580,0.95,126,,3498
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pGARCH","all","NA",1.896847546988743,0,6,217,567,568,580,0.95,126,,3498
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pGARCH","all","NA",1.9395007574828123,0,7,217,567,568,580,0.95,126,,3498
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pGARCH","all","NA",1.9679456077411197,0,6,217,567,568,580,0.95,126,,3498
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pGARCH","all","NA",1.9869286734057745,0,6,217,567,568,580,0.95,126,,3498
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pGARCH","all","NA",1.9948445436647178,0,7,217,567,568,580,0.95,126,,3498
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pGARCH","all","NA",2.000118214400396,0,7,217,567,568,580,0.95,126,,3498
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pGARCH","all","NA",2.003620755570143,0,6,217,567,568,580,0.95,126,,3498
