"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","NaiveArima","controls","DS",0.95,0,-0.742157263952702,0.742157263952702,3035,"3035.04",,565,2023-02-16,2,2023,119,217,564,565,576,1,,
"abundance","NaiveArima","controls","DS",0.95,0,-1.04956886809562,1.04956886809562,3035,"3035.04",,566,2023-02-16,3,2023,119,217,564,565,576,2,,
"abundance","NaiveArima","controls","DS",0.95,0,-1.28545408837239,1.28545408837239,3035,"3035.04",,567,2023-02-16,4,2023,119,217,564,565,576,3,,
"abundance","NaiveArima","controls","DS",0.95,0,-1.4843145279054,1.4843145279054,3035,"3035.04",,568,2023-02-16,5,2023,119,217,564,565,576,4,,
"abundance","NaiveArima","controls","DS",0.95,0,-1.6595140921935,1.6595140921935,3035,"3035.04",,569,2023-02-16,6,2023,119,217,564,565,576,5,,
"abundance","NaiveArima","controls","DS",0.95,0,-1.81790660558417,1.81790660558417,3035,"3035.04",,570,2023-02-16,7,2023,119,217,564,565,576,6,,
"abundance","NaiveArima","controls","DS",0.95,0,-1.96356355411897,1.96356355411897,3035,"3035.04",,571,2023-02-16,8,2023,119,217,564,565,576,7,,
"abundance","NaiveArima","controls","DS",0.95,0,-2.09913773619124,2.09913773619124,3035,"3035.04",,572,2023-02-16,9,2023,119,217,564,565,576,8,,
"abundance","NaiveArima","controls","DS",0.95,0,-2.22647179185811,2.22647179185811,3035,"3035.04",,573,2023-02-16,10,2023,119,217,564,565,576,9,,
"abundance","NaiveArima","controls","DS",0.95,0,-2.34690733612932,2.34690733612932,3035,"3035.04",,574,2023-02-16,11,2023,119,217,564,565,576,10,,
"abundance","NaiveArima","controls","DS",0.95,0,-2.46145717996787,2.46145717996787,3035,"3035.04",,575,2023-02-16,12,2023,119,217,564,565,576,11,,
"abundance","NaiveArima","controls","DS",0.95,0,-2.57090817674477,2.57090817674477,3035,"3035.04",,576,2023-02-16,1,2024,119,217,564,565,576,12,,
