"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","controls","DS",0.95,0.128560870640849,0,1,2379,"2379.04",,552,2022-04-14,1,2022,90,217,554,552,566,-2,,
"abundance","pevGARCH","controls","DS",0.95,0.137647120497575,0,1,2379,"2379.04",,553,2022-04-14,3,2022,90,217,554,552,566,-1,,
"abundance","pevGARCH","controls","DS",0.95,0.137077631491989,0,1,2379,"2379.04",,554,2022-04-14,4,2022,90,217,554,552,566,0,,
"abundance","pevGARCH","controls","DS",0.95,0.126350758147395,0,1,2379,"2379.04",,555,2022-04-14,4,2022,90,217,554,552,566,1,,
"abundance","pevGARCH","controls","DS",0.95,0.116658271009623,0,1,2379,"2379.04",,556,2022-04-14,5,2022,90,217,554,552,566,2,,
"abundance","pevGARCH","controls","DS",0.95,0.105776698260819,0,1,2379,"2379.04",,557,2022-04-14,6,2022,90,217,554,552,566,3,,
"abundance","pevGARCH","controls","DS",0.95,0.103420468371652,0,1,2379,"2379.04",,558,2022-04-14,7,2022,90,217,554,552,566,4,,
"abundance","pevGARCH","controls","DS",0.95,0.106509878668327,0,1,2379,"2379.04",,559,2022-04-14,8,2022,90,217,554,552,566,5,,
"abundance","pevGARCH","controls","DS",0.95,0.126830431934133,0,1,2379,"2379.04",,560,2022-04-14,9,2022,90,217,554,552,566,6,,
"abundance","pevGARCH","controls","DS",0.95,0.148157596617887,0,1,2379,"2379.04",,561,2022-04-14,10,2022,90,217,554,552,566,7,,
"abundance","pevGARCH","controls","DS",0.95,0.156517373453555,0,1,2379,"2379.04",,562,2022-04-14,11,2022,90,217,554,552,566,8,,
"abundance","pevGARCH","controls","DS",0.95,0.157066354616347,0,1,2379,"2379.04",,563,2022-04-14,12,2022,90,217,554,552,566,9,,
"abundance","pevGARCH","controls","DS",0.95,0.151137191718525,0,1,2379,"2379.04",,564,2022-04-14,1,2023,90,217,554,552,566,10,,
"abundance","pevGARCH","controls","DS",0.95,0.146326737169722,0,1,2379,"2379.04",,565,2022-04-14,2,2023,90,217,554,552,566,11,,
"abundance","pevGARCH","controls","DS",0.95,0.145717779492187,0,1,2379,"2379.04",,566,2022-04-14,3,2023,90,217,554,552,566,12,,
