"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbsGARCH","controls","total",20.5661189831682,12,30,0.95,2152,2152.02,NA,552,2022-02-17,1,2022,82,217,552,552,564,0,NA,NA
"2","abundance","nbsGARCH","controls","total",20.6059871111705,10,33,0.95,2152,2152.02,NA,553,2022-02-17,3,2022,82,217,552,552,564,1,NA,NA
"3","abundance","nbsGARCH","controls","total",19.9472041808002,9,34,0.95,2152,2152.02,NA,554,2022-02-17,4,2022,82,217,552,552,564,2,NA,NA
"4","abundance","nbsGARCH","controls","total",18.7084930645869,7,33,0.95,2152,2152.02,NA,555,2022-02-17,4,2022,82,217,552,552,564,3,NA,NA
"5","abundance","nbsGARCH","controls","total",17.1771920855565,6,30,0.95,2152,2152.02,NA,556,2022-02-17,5,2022,82,217,552,552,564,4,NA,NA
"6","abundance","nbsGARCH","controls","total",15.7277208873453,5,29,0.95,2152,2152.02,NA,557,2022-02-17,6,2022,82,217,552,552,564,5,NA,NA
"7","abundance","nbsGARCH","controls","total",14.6245111406186,4,28,0.95,2152,2152.02,NA,558,2022-02-17,7,2022,82,217,552,552,564,6,NA,NA
"8","abundance","nbsGARCH","controls","total",14.0311543822277,4,27,0.95,2152,2152.02,NA,559,2022-02-17,8,2022,82,217,552,552,564,7,NA,NA
"9","abundance","nbsGARCH","controls","total",14.0149970168668,4,26,0.95,2152,2152.02,NA,560,2022-02-17,9,2022,82,217,552,552,564,8,NA,NA
"10","abundance","nbsGARCH","controls","total",14.5311572946297,3,28,0.95,2152,2152.02,NA,561,2022-02-17,10,2022,82,217,552,552,564,9,NA,NA
"11","abundance","nbsGARCH","controls","total",15.4653550137448,3,30,0.95,2152,2152.02,NA,562,2022-02-17,11,2022,82,217,552,552,564,10,NA,NA
"12","abundance","nbsGARCH","controls","total",16.6102111040593,4,33,0.95,2152,2152.02,NA,563,2022-02-17,12,2022,82,217,552,552,564,11,NA,NA
"13","abundance","nbsGARCH","controls","total",17.6740307333309,5,35,0.95,2152,2152.02,NA,564,2022-02-17,1,2023,82,217,552,552,564,12,NA,NA
