"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pevGARCH","exclosures","BA",0.14873463195474282,0,1,217,567,568,580,0.95,126,,3622
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pevGARCH","exclosures","BA",0.17051804595353742,0,1,217,567,568,580,0.95,126,,3622
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pevGARCH","exclosures","BA",0.17370488695750136,0,1,217,567,568,580,0.95,126,,3622
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pevGARCH","exclosures","BA",0.17417103967929032,0,1,217,567,568,580,0.95,126,,3622
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pevGARCH","exclosures","BA",0.17423922429175803,0,1,217,567,568,580,0.95,126,,3622
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pevGARCH","exclosures","BA",0.1742491976889381,0,1,217,567,568,580,0.95,126,,3622
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pevGARCH","exclosures","BA",0.17425065650200652,0,1,217,567,568,580,0.95,126,,3622
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pevGARCH","exclosures","BA",0.17425086988320332,0,1,217,567,568,580,0.95,126,,3622
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pevGARCH","exclosures","BA",0.17425090109455976,0,1,217,567,568,580,0.95,126,,3622
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pevGARCH","exclosures","BA",0.17425090565985782,0,1,217,567,568,580,0.95,126,,3622
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pevGARCH","exclosures","BA",0.17425090632762583,0,1,217,567,568,580,0.95,126,,3622
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pevGARCH","exclosures","BA",0.17425090642530058,0,1,217,567,568,580,0.95,126,,3622
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pevGARCH","exclosures","BA",0.1742509064395875,0,1,217,567,568,580,0.95,126,,3622
