"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-08-11",7,2022,"abundance","jags_RW","dm_controls","DM",12.764,6.409,19.612,107,0.95,"2767.1",2767,NA,558,217,558,558,570,0,NA,NA
"2022-08-11",8,2022,"abundance","jags_RW","dm_controls","DM",21.775,0.139,76.429,107,0.95,"2767.1",2767,NA,559,217,558,558,570,1,NA,NA
"2022-08-11",9,2022,"abundance","jags_RW","dm_controls","DM",30.849,0,151.891,107,0.95,"2767.1",2767,NA,560,217,558,558,570,2,NA,NA
"2022-08-11",10,2022,"abundance","jags_RW","dm_controls","DM",37.223,0.477,196.9,107,0.95,"2767.1",2767,NA,561,217,558,558,570,3,NA,NA
"2022-08-11",11,2022,"abundance","jags_RW","dm_controls","DM",41.241,0.247,196.9,107,0.95,"2767.1",2767,NA,562,217,558,558,570,4,NA,NA
"2022-08-11",12,2022,"abundance","jags_RW","dm_controls","DM",43.634,0.132,196.9,107,0.95,"2767.1",2767,NA,563,217,558,558,570,5,NA,NA
"2022-08-11",1,2023,"abundance","jags_RW","dm_controls","DM",45.54,0.062,196.9,107,0.95,"2767.1",2767,NA,564,217,558,558,570,6,NA,NA
"2022-08-11",2,2023,"abundance","jags_RW","dm_controls","DM",45.879,0.02,196.9,107,0.95,"2767.1",2767,NA,565,217,558,558,570,7,NA,NA
"2022-08-11",3,2023,"abundance","jags_RW","dm_controls","DM",46.463,0,196.9,107,0.95,"2767.1",2767,NA,566,217,558,558,570,8,NA,NA
"2022-08-11",4,2023,"abundance","jags_RW","dm_controls","DM",46.304,0,196.9,107,0.95,"2767.1",2767,NA,567,217,558,558,570,9,NA,NA
"2022-08-11",5,2023,"abundance","jags_RW","dm_controls","DM",46.158,0,196.9,107,0.95,"2767.1",2767,NA,568,217,558,558,570,10,NA,NA
"2022-08-11",6,2023,"abundance","jags_RW","dm_controls","DM",45.862,0,196.9,107,0.95,"2767.1",2767,NA,569,217,558,558,570,11,NA,NA
"2022-08-11",7,2023,"abundance","jags_RW","dm_controls","DM",44.9,0,196.9,107,0.95,"2767.1",2767,NA,570,217,558,558,570,12,NA,NA
