"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","ESSS","exclosures","PF",4.794597057350069,1.7330618725875224,7.856132242112616,217,567,568,580,0.95,126,,3319
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","ESSS","exclosures","PF",4.794597057350069,1.0651460287251577,8.52404808597498,217,567,568,580,0.95,126,,3319
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","ESSS","exclosures","PF",4.794597057350069,0.4998779440338348,9.089316170666304,217,567,568,580,0.95,126,,3319
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","ESSS","exclosures","PF",4.794597057350069,0.0008073717614172082,9.58838674293872,217,567,568,580,0.95,126,,3319
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","ESSS","exclosures","PF",4.794597057350069,-0.45099412353969903,10.040188238239837,217,567,568,580,0.95,126,,3319
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","ESSS","exclosures","PF",4.794597057350069,-0.8668545342826706,10.456048648982808,217,567,568,580,0.95,126,,3319
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","ESSS","exclosures","PF",4.794597057350069,-1.2541913677622896,10.843385482462427,217,567,568,580,0.95,126,,3319
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","ESSS","exclosures","PF",4.794597057350069,-1.6181752525908975,11.207369367291037,217,567,568,580,0.95,126,,3319
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","ESSS","exclosures","PF",4.794597057350069,-1.9625810508928963,11.551775165593035,217,567,568,580,0.95,126,,3319
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","ESSS","exclosures","PF",4.794597057350069,-2.290264499087738,11.879458613787875,217,567,568,580,0.95,126,,3319
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","ESSS","exclosures","PF",4.794597057350069,-2.603447992611624,12.192642107311762,217,567,568,580,0.95,126,,3319
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","ESSS","exclosures","PF",4.794597057350069,-2.9039013578368227,12.493095472536961,217,567,568,580,0.95,126,,3319
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","ESSS","exclosures","PF",4.794597057350069,-3.193061243804747,12.782255358504885,217,567,568,580,0.95,126,,3319
