"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-09-29",8,2022,559,"abundance","jags_RW","dm_controls","DM",13.024,6.712,20.143,114,0.95,217,560,2921
"2022-09-29",9,2022,560,"abundance","jags_RW","dm_controls","DM",22.393,0.106,78.416,114,0.95,217,560,2921
"2022-09-29",10,2022,561,"abundance","jags_RW","dm_controls","DM",31.454,0,153.146,114,0.95,217,560,2921
"2022-09-29",11,2022,562,"abundance","jags_RW","dm_controls","DM",38.443,0.474,196.9,114,0.95,217,560,2921
"2022-09-29",12,2022,563,"abundance","jags_RW","dm_controls","DM",42.069,0.266,196.9,114,0.95,217,560,2921
"2022-09-29",1,2023,564,"abundance","jags_RW","dm_controls","DM",44.279,0.134,196.9,114,0.95,217,560,2921
"2022-09-29",2,2023,565,"abundance","jags_RW","dm_controls","DM",44.978,0.067,196.9,114,0.95,217,560,2921
"2022-09-29",3,2023,566,"abundance","jags_RW","dm_controls","DM",45.837,0.012,196.9,114,0.95,217,560,2921
"2022-09-29",4,2023,567,"abundance","jags_RW","dm_controls","DM",45.988,0,196.9,114,0.95,217,560,2921
"2022-09-29",5,2023,568,"abundance","jags_RW","dm_controls","DM",45.943,0,196.9,114,0.95,217,560,2921
"2022-09-29",6,2023,569,"abundance","jags_RW","dm_controls","DM",45.952,0,196.9,114,0.95,217,560,2921
"2022-09-29",7,2023,570,"abundance","jags_RW","dm_controls","DM",46.252,0,196.9,114,0.95,217,560,2921
"2022-09-29",8,2023,571,"abundance","jags_RW","dm_controls","DM",45.252,0,196.9,114,0.95,217,560,2921
"2022-09-29",9,2023,572,"abundance","jags_RW","dm_controls","DM",44.29,0,196.9,114,0.95,217,560,2921
