"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2023-03-09",3,2023,566,"abundance","jags_logistic_competition_covariates","controls","DM",21.994,15.765,28.318,122,0.95,217,565,3098
"2023-03-09",4,2023,567,"abundance","jags_logistic_competition_covariates","controls","DM",21.885,13.973,30.63,122,0.95,217,565,3098
"2023-03-09",5,2023,568,"abundance","jags_logistic_competition_covariates","controls","DM",21.83,12.47,32.154,122,0.95,217,565,3098
"2023-03-09",6,2023,569,"abundance","jags_logistic_competition_covariates","controls","DM",21.789,11.497,33.565,122,0.95,217,565,3098
"2023-03-09",7,2023,570,"abundance","jags_logistic_competition_covariates","controls","DM",21.729,10.523,34.69,122,0.95,217,565,3098
"2023-03-09",8,2023,571,"abundance","jags_logistic_competition_covariates","controls","DM",21.664,10.392,35.808,122,0.95,217,565,3098
"2023-03-09",9,2023,572,"abundance","jags_logistic_competition_covariates","controls","DM",21.612,9.362,35.903,122,0.95,217,565,3098
"2023-03-09",10,2023,573,"abundance","jags_logistic_competition_covariates","controls","DM",21.521,8.576,36.387,122,0.95,217,565,3098
"2023-03-09",11,2023,574,"abundance","jags_logistic_competition_covariates","controls","DM",21.342,8.563,36.967,122,0.95,217,565,3098
"2023-03-09",12,2023,575,"abundance","jags_logistic_competition_covariates","controls","DM",21.177,7.995,36.789,122,0.95,217,565,3098
"2023-03-09",1,2024,576,"abundance","jags_logistic_competition_covariates","controls","DM",21.01,7.892,36.824,122,0.95,217,565,3098
"2023-03-09",2,2024,577,"abundance","jags_logistic_competition_covariates","controls","DM",20.878,7.447,36.851,122,0.95,217,565,3098
