"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","jags_RW","controls","DM",21.213,12.636,30.077,0.95,2657,2657.01,NA,555,2022-07-07,4,2022,102,217,557,555,569,-2,NA,NA
"2","abundance","jags_RW","controls","DM",35.649,0.134,125.827,0.95,2657,2657.01,NA,556,2022-07-07,5,2022,102,217,557,555,569,-1,NA,NA
"3","abundance","jags_RW","controls","DM",45.584,1.644,196.9,0.95,2657,2657.01,NA,557,2022-07-07,6,2022,102,217,557,555,569,0,NA,NA
"4","abundance","jags_RW","controls","DM",50.501,0.879,196.9,0.95,2657,2657.01,NA,558,2022-07-07,7,2022,102,217,557,555,569,1,NA,NA
"5","abundance","jags_RW","controls","DM",53.127,0.526,196.9,0.95,2657,2657.01,NA,559,2022-07-07,8,2022,102,217,557,555,569,2,NA,NA
"6","abundance","jags_RW","controls","DM",54.969,0.306,196.9,0.95,2657,2657.01,NA,560,2022-07-07,9,2022,102,217,557,555,569,3,NA,NA
"7","abundance","jags_RW","controls","DM",54.802,0.18,196.9,0.95,2657,2657.01,NA,561,2022-07-07,10,2022,102,217,557,555,569,4,NA,NA
"8","abundance","jags_RW","controls","DM",54.401,0.107,196.9,0.95,2657,2657.01,NA,562,2022-07-07,11,2022,102,217,557,555,569,5,NA,NA
"9","abundance","jags_RW","controls","DM",53.942,0.056,196.9,0.95,2657,2657.01,NA,563,2022-07-07,12,2022,102,217,557,555,569,6,NA,NA
"10","abundance","jags_RW","controls","DM",53.319,0.007,196.9,0.95,2657,2657.01,NA,564,2022-07-07,1,2023,102,217,557,555,569,7,NA,NA
"11","abundance","jags_RW","controls","DM",52.179,0,196.9,0.95,2657,2657.01,NA,565,2022-07-07,2,2023,102,217,557,555,569,8,NA,NA
"12","abundance","jags_RW","controls","DM",51.65,0,196.9,0.95,2657,2657.01,NA,566,2022-07-07,3,2023,102,217,557,555,569,9,NA,NA
"13","abundance","jags_RW","controls","DM",50.084,0,196.9,0.95,2657,2657.01,NA,567,2022-07-07,4,2023,102,217,557,555,569,10,NA,NA
"14","abundance","jags_RW","controls","DM",49.201,0,196.9,0.95,2657,2657.01,NA,568,2022-07-07,5,2023,102,217,557,555,569,11,NA,NA
"15","abundance","jags_RW","controls","DM",48.2,0,196.9,0.95,2657,2657.01,NA,569,2022-07-07,6,2023,102,217,557,555,569,12,NA,NA
