"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-0.968391268256873,0.968391268257386,3004,"3004.12",,565,2023-02-09,2,2023,118,217,564,565,576,1,,
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-1.01630110413198,1.01630110413249,3004,"3004.12",,566,2023-02-09,3,2023,118,217,564,565,576,2,,
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-1.06205189142697,1.06205189142749,3004,"3004.12",,567,2023-02-09,4,2023,118,217,564,565,576,3,,
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-1.10591161758404,1.10591161758455,3004,"3004.12",,568,2023-02-09,5,2023,118,217,564,565,576,4,,
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-1.14809703062549,1.14809703062601,3004,"3004.12",,569,2023-02-09,6,2023,118,217,564,565,576,5,,
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-1.18878638853026,1.18878638853077,3004,"3004.12",,570,2023-02-09,7,2023,118,217,564,565,576,6,,
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-1.2281283985718,1.22812839857232,3004,"3004.12",,571,2023-02-09,8,2023,118,217,564,565,576,7,,
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-1.26624865220156,1.26624865220208,3004,"3004.12",,572,2023-02-09,9,2023,118,217,564,565,576,8,,
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-1.30325436313331,1.30325436313382,3004,"3004.12",,573,2023-02-09,10,2023,118,217,564,565,576,9,,
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-1.33923792540748,1.339237925408,3004,"3004.12",,574,2023-02-09,11,2023,118,217,564,565,576,10,,
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-1.37427963190665,1.37427963190716,3004,"3004.12",,575,2023-02-09,12,2023,118,217,564,565,576,11,,
"abundance","ESSS",0.95,"controls","PM",2.56377512962956e-13,-1.40844978344889,1.4084497834494,3004,"3004.12",,576,2023-02-09,1,2024,118,217,564,565,576,12,,
