"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH",0.95,"exclosures","PB",2.68862509890017,0,7,3019,"3019.06",,565,2023-02-09,2,2023,118,217,564,565,576,1,,
"abundance","nbsGARCH",0.95,"exclosures","PB",3.52371929845709,0,9,3019,"3019.06",,566,2023-02-09,3,2023,118,217,564,565,576,2,,
"abundance","nbsGARCH",0.95,"exclosures","PB",4.5028912129991,0,12,3019,"3019.06",,567,2023-02-09,4,2023,118,217,564,565,576,3,,
"abundance","nbsGARCH",0.95,"exclosures","PB",5.69693985881828,0,15,3019,"3019.06",,568,2023-02-09,5,2023,118,217,564,565,576,4,,
"abundance","nbsGARCH",0.95,"exclosures","PB",6.98947422669828,0,19,3019,"3019.06",,569,2023-02-09,6,2023,118,217,564,565,576,5,,
"abundance","nbsGARCH",0.95,"exclosures","PB",8.14556159481823,1,22,3019,"3019.06",,570,2023-02-09,7,2023,118,217,564,565,576,6,,
"abundance","nbsGARCH",0.95,"exclosures","PB",8.9097690903008,1,24,3019,"3019.06",,571,2023-02-09,8,2023,118,217,564,565,576,7,,
"abundance","nbsGARCH",0.95,"exclosures","PB",9.13069883147872,0,24,3019,"3019.06",,572,2023-02-09,9,2023,118,217,564,565,576,8,,
"abundance","nbsGARCH",0.95,"exclosures","PB",8.78360790969736,1,23,3019,"3019.06",,573,2023-02-09,10,2023,118,217,564,565,576,9,,
"abundance","nbsGARCH",0.95,"exclosures","PB",8.11989400899779,0,22,3019,"3019.06",,574,2023-02-09,11,2023,118,217,564,565,576,10,,
"abundance","nbsGARCH",0.95,"exclosures","PB",7.493994580775,0,21,3019,"3019.06",,575,2023-02-09,12,2023,118,217,564,565,576,11,,
"abundance","nbsGARCH",0.95,"exclosures","PB",7.14555292737204,0,20,3019,"3019.06",,576,2023-02-09,1,2024,118,217,564,565,576,12,,
