"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id"
"2022-09-15",8,2022,559,"abundance","AutoArima","exclosures","BA",112,0.95,0.104292898672799,-1.33911808379569,1.54770388114129,217,559,2870
"2022-09-15",9,2022,560,"abundance","AutoArima","exclosures","BA",112,0.95,0.181379448448981,-1.62434503089039,1.98710392778835,217,559,2870
"2022-09-15",10,2022,561,"abundance","AutoArima","exclosures","BA",112,0.95,0.216403467534051,-1.64550651453812,2.07831344960622,217,559,2870
"2022-09-15",11,2022,562,"abundance","AutoArima","exclosures","BA",112,0.95,0.22812638245158,-1.64260633776407,2.09885910266723,217,559,2870
"2022-09-15",12,2022,563,"abundance","AutoArima","exclosures","BA",112,0.95,0.22812638245158,-1.64260633776407,2.09885910266723,217,559,2870
"2022-09-15",1,2023,564,"abundance","AutoArima","exclosures","BA",112,0.95,0.22812638245158,-1.64260633776407,2.09885910266723,217,559,2870
"2022-09-15",2,2023,565,"abundance","AutoArima","exclosures","BA",112,0.95,0.22812638245158,-1.64260633776407,2.09885910266723,217,559,2870
"2022-09-15",3,2023,566,"abundance","AutoArima","exclosures","BA",112,0.95,0.22812638245158,-1.64260633776407,2.09885910266723,217,559,2870
"2022-09-15",4,2023,567,"abundance","AutoArima","exclosures","BA",112,0.95,0.22812638245158,-1.64260633776407,2.09885910266723,217,559,2870
"2022-09-15",5,2023,568,"abundance","AutoArima","exclosures","BA",112,0.95,0.22812638245158,-1.64260633776407,2.09885910266723,217,559,2870
"2022-09-15",6,2023,569,"abundance","AutoArima","exclosures","BA",112,0.95,0.22812638245158,-1.64260633776407,2.09885910266723,217,559,2870
"2022-09-15",7,2023,570,"abundance","AutoArima","exclosures","BA",112,0.95,0.22812638245158,-1.64260633776407,2.09885910266723,217,559,2870
"2022-09-15",8,2023,571,"abundance","AutoArima","exclosures","BA",112,0.95,0.22812638245158,-1.64260633776407,2.09885910266723,217,559,2870
"2022-09-15",8,2022,559,"abundance","AutoArima","exclosures","DM",112,0.95,1.31765203189484,-0.741144249877981,3.37644831366767,217,559,2870
"2022-09-15",9,2022,560,"abundance","AutoArima","exclosures","DM",112,0.95,0.793081257158829,-1.48543156026822,3.07159407458588,217,559,2870
