"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","NaiveArima","exclosures","total",52,22.699206579412923,81.30079342058707,217,567,568,580,0.95,126,,3372
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","NaiveArima","exclosures","total",52,16.11400353043156,87.88599646956844,217,567,568,580,0.95,126,,3372
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","NaiveArima","exclosures","total",52,10.562420556313405,93.43757944368659,217,567,568,580,0.95,126,,3372
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","NaiveArima","exclosures","total",52,5.671377770434425,98.32862222956558,217,567,568,580,0.95,126,,3372
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","NaiveArima","exclosures","total",52,1.24953709346331,102.75046290653668,217,567,568,580,0.95,126,,3372
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","NaiveArima","exclosures","total",52,-2.8167650702384748,106.81676507023847,217,567,568,580,0.95,126,,3372
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","NaiveArima","exclosures","total",52,-6.601586841174154,110.60158684117415,217,567,568,580,0.95,126,,3372
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","NaiveArima","exclosures","total",52,-10.156369165529895,114.1563691655299,217,567,568,580,0.95,126,,3372
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","NaiveArima","exclosures","total",52,-13.518565883111293,117.5185658831113,217,567,568,580,0.95,126,,3372
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","NaiveArima","exclosures","total",52,-16.716451617626134,120.71645161762613,217,567,568,580,0.95,126,,3372
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","NaiveArima","exclosures","total",52,-19.77199293913688,123.77199293913688,217,567,568,580,0.95,126,,3372
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","NaiveArima","exclosures","total",52,-22.702658707662295,126.7026587076623,217,567,568,580,0.95,126,,3372
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","NaiveArima","exclosures","total",52,-25.522612607751,129.522612607751,217,567,568,580,0.95,126,,3372
