"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","ESSS","controls","DM",22.137266884572842,14.9579059787897,29.316627790355984,217,567,568,580,0.95,126,,3298
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","ESSS","controls","DM",22.137266884572842,13.083847691474723,31.19068607767096,217,567,568,580,0.95,126,,3298
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","ESSS","controls","DM",22.137266884572842,11.536060577910028,32.738473191235656,217,567,568,580,0.95,126,,3298
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","ESSS","controls","DM",22.137266884572842,10.187089010294255,34.08744475885143,217,567,568,580,0.95,126,,3298
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","ESSS","controls","DM",22.137266884572842,8.975658802831177,35.29887496631451,217,567,568,580,0.95,126,,3298
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","ESSS","controls","DM",22.137266884572842,7.866699153475471,36.40783461567021,217,567,568,580,0.95,126,,3298
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","ESSS","controls","DM",22.137266884572842,6.837911360946769,37.436622408198915,217,567,568,580,0.95,126,,3298
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","ESSS","controls","DM",22.137266884572842,5.874073609303139,38.400460159842545,217,567,568,580,0.95,126,,3298
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","ESSS","controls","DM",22.137266884572842,4.964246428658637,39.31028734048705,217,567,568,580,0.95,126,,3298
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","ESSS","controls","DM",22.137266884572842,4.100254724857539,40.17427904428814,217,567,568,580,0.95,126,,3298
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","ESSS","controls","DM",22.137266884572842,3.275798656457944,40.99873511268774,217,567,568,580,0.95,126,,3298
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","ESSS","controls","DM",22.137266884572842,2.4859015429316216,41.78863222621406,217,567,568,580,0.95,126,,3298
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","ESSS","controls","DM",22.137266884572842,1.7265506830004966,42.54798308614519,217,567,568,580,0.95,126,,3298
