"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_id","cast_group","confidence_level","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2020-07-30",2,2020,"abundance","nbsGARCH","exclosures","total",7.96425009969305,2,15,"1068.19",43,0.95,1068,NA,528,217,533,528,545,-5,NA,NA
"2020-07-30",3,2020,"abundance","nbsGARCH","exclosures","total",10.7379519918947,2,24,"1068.19",43,0.95,1068,NA,529,217,533,528,545,-4,NA,NA
"2020-07-30",4,2020,"abundance","nbsGARCH","exclosures","total",14.4693791729229,2,35,"1068.19",43,0.95,1068,NA,530,217,533,528,545,-3,NA,NA
"2020-07-30",5,2020,"abundance","nbsGARCH","exclosures","total",18.8494395376638,3,49,"1068.19",43,0.95,1068,NA,531,217,533,528,545,-2,NA,NA
"2020-07-30",6,2020,"abundance","nbsGARCH","exclosures","total",23.0370420373014,4,59,"1068.19",43,0.95,1068,NA,532,217,533,528,545,-1,NA,NA
"2020-07-30",7,2020,"abundance","nbsGARCH","exclosures","total",25.7647703731508,4,66,"1068.19",43,0.95,1068,NA,533,217,533,528,545,0,NA,NA
"2020-07-30",8,2020,"abundance","nbsGARCH","exclosures","total",26.2756338899711,4,66,"1068.19",43,0.95,1068,NA,534,217,533,528,545,1,NA,NA
"2020-07-30",9,2020,"abundance","nbsGARCH","exclosures","total",24.6592445820129,4,62,"1068.19",43,0.95,1068,NA,535,217,533,528,545,2,NA,NA
"2020-07-30",10,2020,"abundance","nbsGARCH","exclosures","total",22.0361447412728,3,55,"1068.19",43,0.95,1068,NA,536,217,533,528,545,3,NA,NA
"2020-07-30",11,2020,"abundance","nbsGARCH","exclosures","total",19.4943207115087,3,47,"1068.19",43,0.95,1068,NA,537,217,533,528,545,4,NA,NA
"2020-07-30",12,2020,"abundance","nbsGARCH","exclosures","total",17.8328827405925,2,43,"1068.19",43,0.95,1068,NA,538,217,533,528,545,5,NA,NA
"2020-07-30",1,2021,"abundance","nbsGARCH","exclosures","total",17.4472076829654,2,47,"1068.19",43,0.95,1068,NA,539,217,533,528,545,6,NA,NA
"2020-07-30",2,2021,"abundance","nbsGARCH","exclosures","total",18.4978573002382,2,49,"1068.19",43,0.95,1068,NA,540,217,533,528,545,7,NA,NA
"2020-07-30",3,2021,"abundance","nbsGARCH","exclosures","total",21.1229863005623,3,55,"1068.19",43,0.95,1068,NA,541,217,533,528,545,8,NA,NA
"2020-07-30",4,2021,"abundance","nbsGARCH","exclosures","total",25.2420280122537,3,67,"1068.19",43,0.95,1068,NA,542,217,533,528,545,9,NA,NA
"2020-07-30",5,2021,"abundance","nbsGARCH","exclosures","total",30.4085964493626,4,73,"1068.19",43,0.95,1068,NA,543,217,533,528,545,10,NA,NA
"2020-07-30",6,2021,"abundance","nbsGARCH","exclosures","total",35.4058611566788,4,88,"1068.19",43,0.95,1068,NA,544,217,533,528,545,11,NA,NA
"2020-07-30",7,2021,"abundance","nbsGARCH","exclosures","total",38.4973728456158,5,87,"1068.19",43,0.95,1068,NA,545,217,533,528,545,12,NA,NA
