"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2023-04-06",3,2023,566,"abundance","jags_RW","controls","DM",21.841,16.008,28.183,124,0.95,217,566,3148
"2023-04-06",4,2023,567,"abundance","jags_RW","controls","DM",21.964,14.059,30.261,124,0.95,217,566,3148
"2023-04-06",5,2023,568,"abundance","jags_RW","controls","DM",22.11,12.838,32.19,124,0.95,217,566,3148
"2023-04-06",6,2023,569,"abundance","jags_RW","controls","DM",22.261,11.839,33.863,124,0.95,217,566,3148
"2023-04-06",7,2023,570,"abundance","jags_RW","controls","DM",22.412,11.361,35.934,124,0.95,217,566,3148
"2023-04-06",8,2023,571,"abundance","jags_RW","controls","DM",22.582,9.884,36.874,124,0.95,217,566,3148
"2023-04-06",9,2023,572,"abundance","jags_RW","controls","DM",22.758,9.423,38.343,124,0.95,217,566,3148
"2023-04-06",10,2023,573,"abundance","jags_RW","controls","DM",22.955,8.785,39.859,124,0.95,217,566,3148
"2023-04-06",11,2023,574,"abundance","jags_RW","controls","DM",23.142,8.6,41.781,124,0.95,217,566,3148
"2023-04-06",12,2023,575,"abundance","jags_RW","controls","DM",23.301,8.227,43.418,124,0.95,217,566,3148
"2023-04-06",1,2024,576,"abundance","jags_RW","controls","DM",23.482,7.252,43.954,124,0.95,217,566,3148
"2023-04-06",2,2024,577,"abundance","jags_RW","controls","DM",23.679,6.726,45.259,124,0.95,217,566,3148
"2023-04-06",3,2024,578,"abundance","jags_RW","controls","DM",23.862,6.913,47.094,124,0.95,217,566,3148
