"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pGARCH","all","PE",25.853736600008954,16,36,217,567,568,580,0.95,126,,3502
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pGARCH","all","PE",22.39591862748757,11,35,217,567,568,580,0.95,126,,3502
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pGARCH","all","PE",19.489103707064483,8,34,217,567,568,580,0.95,126,,3502
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pGARCH","all","PE",17.01123778624617,6,32,217,567,568,580,0.95,126,,3502
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pGARCH","all","PE",15.03104893366628,4,29,217,567,568,580,0.95,126,,3502
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pGARCH","all","PE",13.726052836566861,4,28,217,567,568,580,0.95,126,,3502
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pGARCH","all","PE",12.712581777636183,3,28,217,567,568,580,0.95,126,,3502
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pGARCH","all","PE",12.032970520939486,2,26,217,567,568,580,0.95,126,,3502
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pGARCH","all","PE",11.49156868537687,2,25,217,567,568,580,0.95,126,,3502
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pGARCH","all","PE",11.057430194088171,1,26,217,567,568,580,0.95,126,,3502
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pGARCH","all","PE",10.90732374738135,1,24,217,567,568,580,0.95,126,,3502
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pGARCH","all","PE",10.785019308246156,1,26,217,567,568,580,0.95,126,,3502
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pGARCH","all","PE",10.72937750984825,1,25,217,567,568,580,0.95,126,,3502
