"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","nbsGARCH","all","SF",1.0606651186503753,0,4,217,567,568,580,0.95,126,,3472
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","nbsGARCH","all","SF",2.046108128246288,0,7,217,567,568,580,0.95,126,,3472
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","nbsGARCH","all","SF",2.823542257512923,0,10,217,567,568,580,0.95,126,,3472
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","nbsGARCH","all","SF",3.3372554243350168,0,12,217,567,568,580,0.95,126,,3472
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","nbsGARCH","all","SF",3.667056503076053,0,13,217,567,568,580,0.95,126,,3472
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","nbsGARCH","all","SF",3.9520710215227193,0,14,217,567,568,580,0.95,126,,3472
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","nbsGARCH","all","SF",4.3422747706317795,0,16,217,567,568,580,0.95,126,,3472
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","nbsGARCH","all","SF",4.977172887926234,0,20,217,567,568,580,0.95,126,,3472
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","nbsGARCH","all","SF",5.958095825118303,0,23,217,567,568,580,0.95,126,,3472
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","nbsGARCH","all","SF",7.37909800128109,0,29,217,567,568,580,0.95,126,,3472
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","nbsGARCH","all","SF",9.22018488301312,0,36,217,567,568,580,0.95,126,,3472
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","nbsGARCH","all","SF",11.31852938725188,0,47,217,567,568,580,0.95,126,,3472
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","nbsGARCH","all","SF",13.221871019500892,0,48,217,567,568,580,0.95,126,,3472
