"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbGARCH",0.95,"controls","DM",14.2503637599601,8,22,2991,2991.01,NA,560,2022-10-20,9,2022,117,217,560,560,572,0,NA,NA
"2","abundance","nbGARCH",0.95,"controls","DM",14.4748277250592,6,25,2991,2991.01,NA,561,2022-10-20,10,2022,117,217,560,560,572,1,NA,NA
"3","abundance","nbGARCH",0.95,"controls","DM",14.7578291827718,5,28,2991,2991.01,NA,562,2022-10-20,11,2022,117,217,560,560,572,2,NA,NA
"4","abundance","nbGARCH",0.95,"controls","DM",15.021523524379,5,29,2991,2991.01,NA,563,2022-10-20,12,2022,117,217,560,560,572,3,NA,NA
"5","abundance","nbGARCH",0.95,"controls","DM",15.247689866033,5,29,2991,2991.01,NA,564,2022-10-20,1,2023,117,217,560,560,572,4,NA,NA
"6","abundance","nbGARCH",0.95,"controls","DM",15.4594542105158,5,30,2991,2991.01,NA,565,2022-10-20,2,2023,117,217,560,560,572,5,NA,NA
"7","abundance","nbGARCH",0.95,"controls","DM",15.6637901323114,5,29,2991,2991.01,NA,566,2022-10-20,3,2023,117,217,560,560,572,6,NA,NA
"8","abundance","nbGARCH",0.95,"controls","DM",15.7828199999142,5,30,2991,2991.01,NA,567,2022-10-20,4,2023,117,217,560,560,572,7,NA,NA
"9","abundance","nbGARCH",0.95,"controls","DM",15.86058773934,4,30,2991,2991.01,NA,568,2022-10-20,5,2023,117,217,560,560,572,8,NA,NA
"10","abundance","nbGARCH",0.95,"controls","DM",15.9023598666248,4,29,2991,2991.01,NA,569,2022-10-20,6,2023,117,217,560,560,572,9,NA,NA
"11","abundance","nbGARCH",0.95,"controls","DM",15.912863487453,4,29,2991,2991.01,NA,570,2022-10-20,7,2023,117,217,560,560,572,10,NA,NA
"12","abundance","nbGARCH",0.95,"controls","DM",15.8943683553042,4,30,2991,2991.01,NA,571,2022-10-20,8,2023,117,217,560,560,572,11,NA,NA
"13","abundance","nbGARCH",0.95,"controls","DM",15.893300373041,4,30,2991,2991.01,NA,572,2022-10-20,9,2023,117,217,560,560,572,12,NA,NA
