"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","jags_RW","controls","RM",0.019,0,0.104,0.95,869,"869.15",,528,2020-06-04,2,2020,36,217,531,528,543,-3,,
"abundance","jags_RW","controls","RM",0.038,0,0.175,0.95,869,"869.15",,529,2020-06-04,3,2020,36,217,531,528,543,-2,,
"abundance","jags_RW","controls","RM",0.067,0,0.253,0.95,869,"869.15",,530,2020-06-04,4,2020,36,217,531,528,543,-1,,
"abundance","jags_RW","controls","RM",0.101,0,0.34,0.95,869,"869.15",,531,2020-06-04,5,2020,36,217,531,528,543,0,,
"abundance","jags_RW","controls","RM",0.169,0,0.469,0.95,869,"869.15",,532,2020-06-04,6,2020,36,217,531,528,543,1,,
"abundance","jags_RW","controls","RM",0.276,0,0.624,0.95,869,"869.15",,533,2020-06-04,7,2020,36,217,531,528,543,2,,
"abundance","jags_RW","controls","RM",0.39,0,0.783,0.95,869,"869.15",,534,2020-06-04,8,2020,36,217,531,528,543,3,,
"abundance","jags_RW","controls","RM",0.548,0,1.006,0.95,869,"869.15",,535,2020-06-04,9,2020,36,217,531,528,543,4,,
"abundance","jags_RW","controls","RM",0.698,0,1.25,0.95,869,"869.15",,536,2020-06-04,10,2020,36,217,531,528,543,5,,
"abundance","jags_RW","controls","RM",0.892,0,1.54,0.95,869,"869.15",,537,2020-06-04,11,2020,36,217,531,528,543,6,,
"abundance","jags_RW","controls","RM",1.091,0,1.773,0.95,869,"869.15",,538,2020-06-04,12,2020,36,217,531,528,543,7,,
"abundance","jags_RW","controls","RM",1.344,0,2.082,0.95,869,"869.15",,539,2020-06-04,1,2021,36,217,531,528,543,8,,
"abundance","jags_RW","controls","RM",1.554,0,2.626,0.95,869,"869.15",,540,2020-06-04,2,2021,36,217,531,528,543,9,,
"abundance","jags_RW","controls","RM",1.761,0,3.043,0.95,869,"869.15",,541,2020-06-04,3,2021,36,217,531,528,543,10,,
"abundance","jags_RW","controls","RM",2.017,0,3.773,0.95,869,"869.15",,542,2020-06-04,4,2021,36,217,531,528,543,11,,
"abundance","jags_RW","controls","RM",2.277,0,4.345,0.95,869,"869.15",,543,2020-06-04,5,2021,36,217,531,528,543,12,,
