"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","ESSS","exclosures","OT",0.1830111746534681,-2.5309399723918515,2.896962321698788,217,567,568,580,0.95,126,,3316
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","ESSS","exclosures","OT",0.1830111746534681,-3.029551668200992,3.3955740175079283,217,567,568,580,0.95,126,,3316
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","ESSS","exclosures","OT",0.1830111746534681,-3.460557022873464,3.8265793721804005,217,567,568,580,0.95,126,,3316
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","ESSS","exclosures","OT",0.1830111746534681,-3.84571299073316,4.2117353400400965,217,567,568,580,0.95,126,,3316
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","ESSS","exclosures","OT",0.1830111746534681,-4.1971312421534,4.5631535914603365,217,567,568,580,0.95,126,,3316
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","ESSS","exclosures","OT",0.1830111746534681,-4.522376883971583,4.88839923327852,217,567,568,580,0.95,126,,3316
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","ESSS","exclosures","OT",0.1830111746534681,-4.826550280503237,5.192572629810173,217,567,568,580,0.95,126,,3316
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","ESSS","exclosures","OT",0.1830111746534681,-5.113283300140422,5.479305649447358,217,567,568,580,0.95,126,,3316
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","ESSS","exclosures","OT",0.1830111746534681,-5.385270818427775,5.751293167734711,217,567,568,580,0.95,126,,3316
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","ESSS","exclosures","OT",0.1830111746534681,-5.644577824685224,6.01060017399216,217,567,568,580,0.95,126,,3316
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","ESSS","exclosures","OT",0.1830111746534681,-5.8928280872060705,6.258850436513007,217,567,568,580,0.95,126,,3316
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","ESSS","exclosures","OT",0.1830111746534681,-6.131325839372185,6.497348188679121,217,567,568,580,0.95,126,,3316
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","ESSS","exclosures","OT",0.1830111746534681,-6.361137442044882,6.727159791351818,217,567,568,580,0.95,126,,3316
