"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","jags_RW","controls","OL",0.37,0.003,1.039,0.95,2082,"2082.06",,552,2022-02-03,1,2022,80,217,552,552,564,0,,
"abundance","jags_RW","controls","OL",0.429,0,1.374,0.95,2082,"2082.06",,553,2022-02-03,3,2022,80,217,552,552,564,1,,
"abundance","jags_RW","controls","OL",0.493,0,1.693,0.95,2082,"2082.06",,554,2022-02-03,4,2022,80,217,552,552,564,2,,
"abundance","jags_RW","controls","OL",0.565,0,2.028,0.95,2082,"2082.06",,555,2022-02-03,4,2022,80,217,552,552,564,3,,
"abundance","jags_RW","controls","OL",0.661,0,2.442,0.95,2082,"2082.06",,556,2022-02-03,5,2022,80,217,552,552,564,4,,
"abundance","jags_RW","controls","OL",0.775,0,2.806,0.95,2082,"2082.06",,557,2022-02-03,6,2022,80,217,552,552,564,5,,
"abundance","jags_RW","controls","OL",0.894,0,3.268,0.95,2082,"2082.06",,558,2022-02-03,7,2022,80,217,552,552,564,6,,
"abundance","jags_RW","controls","OL",1.016,0,3.789,0.95,2082,"2082.06",,559,2022-02-03,8,2022,80,217,552,552,564,7,,
"abundance","jags_RW","controls","OL",1.132,0,4.223,0.95,2082,"2082.06",,560,2022-02-03,9,2022,80,217,552,552,564,8,,
"abundance","jags_RW","controls","OL",1.317,0,4.855,0.95,2082,"2082.06",,561,2022-02-03,10,2022,80,217,552,552,564,9,,
"abundance","jags_RW","controls","OL",1.471,0,5.361,0.95,2082,"2082.06",,562,2022-02-03,11,2022,80,217,552,552,564,10,,
"abundance","jags_RW","controls","OL",1.689,0,6.017,0.95,2082,"2082.06",,563,2022-02-03,12,2022,80,217,552,552,564,11,,
"abundance","jags_RW","controls","OL",1.829,0,6.6,0.95,2082,"2082.06",,564,2022-02-03,1,2023,80,217,552,552,564,12,,
