"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH",0.95,"controls","total",60.7791110150902,35,90,2501,"2501.19",,555,2022-05-19,4,2022,95,217,555,555,567,0,,
"abundance","nbGARCH",0.95,"controls","total",56.7042727146291,28,91,2501,"2501.19",,556,2022-05-19,5,2022,95,217,555,555,567,1,,
"abundance","nbGARCH",0.95,"controls","total",53.490583511996,23,98,2501,"2501.19",,557,2022-05-19,6,2022,95,217,555,555,567,2,,
"abundance","nbGARCH",0.95,"controls","total",50.9833794515781,20,97,2501,"2501.19",,558,2022-05-19,7,2022,95,217,555,555,567,3,,
"abundance","nbGARCH",0.95,"controls","total",48.9708518316939,18,93,2501,"2501.19",,559,2022-05-19,8,2022,95,217,555,555,567,4,,
"abundance","nbGARCH",0.95,"controls","total",47.3918631664908,16,97,2501,"2501.19",,560,2022-05-19,9,2022,95,217,555,555,567,5,,
"abundance","nbGARCH",0.95,"controls","total",46.1497750096013,15,92,2501,"2501.19",,561,2022-05-19,10,2022,95,217,555,555,567,6,,
"abundance","nbGARCH",0.95,"controls","total",45.4424704799841,15,86,2501,"2501.19",,562,2022-05-19,11,2022,95,217,555,555,567,7,,
"abundance","nbGARCH",0.95,"controls","total",44.9589910131586,14,86,2501,"2501.19",,563,2022-05-19,12,2022,95,217,555,555,567,8,,
"abundance","nbGARCH",0.95,"controls","total",44.3544047731427,14,87,2501,"2501.19",,564,2022-05-19,1,2023,95,217,555,555,567,9,,
"abundance","nbGARCH",0.95,"controls","total",43.6615607830266,13,88,2501,"2501.19",,565,2022-05-19,2,2023,95,217,555,555,567,10,,
"abundance","nbGARCH",0.95,"controls","total",43.351176579852,13,90,2501,"2501.19",,566,2022-05-19,3,2023,95,217,555,555,567,11,,
"abundance","nbGARCH",0.95,"controls","total",43.7644000456567,11,91,2501,"2501.19",,567,2022-05-19,4,2023,95,217,555,555,567,12,,
