"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","exclosures","DO",0.95,1.56454589797477,0.236410200902541,2.892681595047,2694,"2694.03",,555,2022-07-21,4,2022,104,217,557,555,569,-2,,
"abundance","AutoArima","exclosures","DO",0.95,1.50928492926758,-0.015882213067677,3.03445207160285,2694,"2694.03",,556,2022-07-21,5,2022,104,217,557,555,569,-1,,
"abundance","AutoArima","exclosures","DO",0.95,1.63998308684155,-0.0284446425715896,3.30841081625469,2694,"2694.03",,557,2022-07-21,6,2022,104,217,557,555,569,0,,
"abundance","AutoArima","exclosures","DO",0.95,1.59660241274268,-0.275862417336916,3.46906724282228,2694,"2694.03",,558,2022-07-21,7,2022,104,217,557,555,569,1,,
"abundance","AutoArima","exclosures","DO",0.95,1.58348717785454,-0.449730250447963,3.61670460615705,2694,"2694.03",,559,2022-07-21,8,2022,104,217,557,555,569,2,,
"abundance","AutoArima","exclosures","DO",0.95,1.59982137411052,-0.576074038187962,3.775716786409,2694,"2694.03",,560,2022-07-21,9,2022,104,217,557,555,569,3,,
"abundance","AutoArima","exclosures","DO",0.95,1.5959202563781,-0.721225141069865,3.91306565382607,2694,"2694.03",,561,2022-07-21,10,2022,104,217,557,555,569,4,,
"abundance","AutoArima","exclosures","DO",0.95,1.59361907580353,-0.854967540603135,4.04220569221019,2694,"2694.03",,562,2022-07-21,11,2022,104,217,557,555,569,5,,
"abundance","AutoArima","exclosures","DO",0.95,1.59557644488627,-0.976807958553061,4.16796084832561,2694,"2694.03",,563,2022-07-21,12,2022,104,217,557,555,569,6,,
"abundance","AutoArima","exclosures","DO",0.95,1.59528761645104,-1.09596721055773,4.28654244345982,2694,"2694.03",,564,2022-07-21,1,2023,104,217,557,555,569,7,,
"abundance","AutoArima","exclosures","DO",0.95,1.59493406500263,-1.21005022203361,4.39991835203886,2694,"2694.03",,565,2022-07-21,2,2023,104,217,557,555,569,8,,
"abundance","AutoArima","exclosures","DO",0.95,1.59515874909755,-1.31899273653478,4.50931023472988,2694,"2694.03",,566,2022-07-21,3,2023,104,217,557,555,569,9,,
"abundance","AutoArima","exclosures","DO",0.95,1.59514748760515,-1.42430487693015,4.61459985214044,2694,"2694.03",,567,2022-07-21,4,2023,104,217,557,555,569,10,,
"abundance","AutoArima","exclosures","DO",0.95,1.59509737054761,-1.52610153967414,4.71629628076936,2694,"2694.03",,568,2022-07-21,5,2023,104,217,557,555,569,11,,
"abundance","AutoArima","exclosures","DO",0.95,1.59512195195416,-1.62459348121481,4.81483738512313,2694,"2694.03",,569,2022-07-21,6,2023,104,217,557,555,569,12,,
