"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pevGARCH","controls","SF",0.15535165658303074,0,1,217,567,568,580,0.95,126,,3619
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pevGARCH","controls","SF",0.16973762719837676,0,1,217,567,568,580,0.95,126,,3619
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pevGARCH","controls","SF",0.163435146849212,0,1,217,567,568,580,0.95,126,,3619
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pevGARCH","controls","SF",0.16362847096417107,0,1,217,567,568,580,0.95,126,,3619
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pevGARCH","controls","SF",0.15941754151610787,0,1,217,567,568,580,0.95,126,,3619
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pevGARCH","controls","SF",0.1590184046983494,0,1,217,567,568,580,0.95,126,,3619
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pevGARCH","controls","SF",0.15812728640229542,0,1,217,567,568,580,0.95,126,,3619
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pevGARCH","controls","SF",0.1601344749252956,0,1,217,567,568,580,0.95,126,,3619
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pevGARCH","controls","SF",0.1590203670300627,0,1,217,567,568,580,0.95,126,,3619
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pevGARCH","controls","SF",0.16052589570853823,0,1,217,567,568,580,0.95,126,,3619
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pevGARCH","controls","SF",0.1614893006207287,0,1,217,567,568,580,0.95,126,,3619
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pevGARCH","controls","SF",0.16321104911900072,0,1,217,567,568,580,0.95,126,,3619
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pevGARCH","controls","SF",0.16865521120416013,0,1,217,567,568,580,0.95,126,,3619
