"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","all","RM",0.95,0.439383092264624,0,2,2798,"2798.17",,559,2022-08-18,8,2022,108,217,558,559,570,1,,
"abundance","pevGARCH","all","RM",0.95,0.780653397899301,0,3,2798,"2798.17",,560,2022-08-18,9,2022,108,217,558,559,570,2,,
"abundance","pevGARCH","all","RM",0.95,1.14881178519991,0,4,2798,"2798.17",,561,2022-08-18,10,2022,108,217,558,559,570,3,,
"abundance","pevGARCH","all","RM",0.95,1.74088610922957,0,5,2798,"2798.17",,562,2022-08-18,11,2022,108,217,558,559,570,4,,
"abundance","pevGARCH","all","RM",0.95,3.27463381881056,0,10,2798,"2798.17",,563,2022-08-18,12,2022,108,217,558,559,570,5,,
"abundance","pevGARCH","all","RM",0.95,5.04112947659288,0,15,2798,"2798.17",,564,2022-08-18,1,2023,108,217,558,559,570,6,,
"abundance","pevGARCH","all","RM",0.95,3.61012579617862,0,11,2798,"2798.17",,565,2022-08-18,2,2023,108,217,558,559,570,7,,
"abundance","pevGARCH","all","RM",0.95,1.004558623823,0,4,2798,"2798.17",,566,2022-08-18,3,2023,108,217,558,559,570,8,,
"abundance","pevGARCH","all","RM",0.95,0.355149863970801,0,2,2798,"2798.17",,567,2022-08-18,4,2023,108,217,558,559,570,9,,
"abundance","pevGARCH","all","RM",0.95,0.254484990918734,0,2,2798,"2798.17",,568,2022-08-18,5,2023,108,217,558,559,570,10,,
"abundance","pevGARCH","all","RM",0.95,0.322945234800977,0,2,2798,"2798.17",,569,2022-08-18,6,2023,108,217,558,559,570,11,,
"abundance","pevGARCH","all","RM",0.95,0.342984941328622,0,2,2798,"2798.17",,570,2022-08-18,7,2023,108,217,558,559,570,12,,
