"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","NaiveArima","controls","PB",1,-4.574238492106896,6.574238492106896,217,567,568,580,0.95,126,,3351
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","NaiveArima","controls","PB",1,-5.827020005121506,7.827020005121506,217,567,568,580,0.95,126,,3351
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","NaiveArima","controls","PB",1,-6.8831636754397225,8.883163675439722,217,567,568,580,0.95,126,,3351
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","NaiveArima","controls","PB",1,-7.813644928020155,9.813644928020155,217,567,568,580,0.95,126,,3351
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","NaiveArima","controls","PB",1,-8.654864281835271,10.654864281835271,217,567,568,580,0.95,126,,3351
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","NaiveArima","controls","PB",1,-9.428445314815702,11.428445314815702,217,567,568,580,0.95,126,,3351
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","NaiveArima","controls","PB",1,-10.148476984213792,12.148476984213792,217,567,568,580,0.95,126,,3351
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","NaiveArima","controls","PB",1,-10.824745513159584,12.824745513159584,217,567,568,580,0.95,126,,3351
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","NaiveArima","controls","PB",1,-11.464376191146945,13.464376191146945,217,567,568,580,0.95,126,,3351
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","NaiveArima","controls","PB",1,-12.072748036196286,14.072748036196286,217,567,568,580,0.95,126,,3351
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","NaiveArima","controls","PB",1,-12.654040010243012,14.654040010243012,217,567,568,580,0.95,126,,3351
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","NaiveArima","controls","PB",1,-13.21157542233654,15.21157542233654,217,567,568,580,0.95,126,,3351
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","NaiveArima","controls","PB",1,-13.748048798678527,15.748048798678527,217,567,568,580,0.95,126,,3351
