"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","jags_RW","controls","DO",0.189,0,0.711,0.95,1379,"1379.03",,528,2020-12-03,2,2020,55,217,537,528,549,-9,,
"abundance","jags_RW","controls","DO",0.248,0,0.994,0.95,1379,"1379.03",,529,2020-12-03,3,2020,55,217,537,528,549,-8,,
"abundance","jags_RW","controls","DO",0.321,0,1.351,0.95,1379,"1379.03",,530,2020-12-03,4,2020,55,217,537,528,549,-7,,
"abundance","jags_RW","controls","DO",0.405,0,1.752,0.95,1379,"1379.03",,531,2020-12-03,5,2020,55,217,537,528,549,-6,,
"abundance","jags_RW","controls","DO",0.51,0,2.219,0.95,1379,"1379.03",,532,2020-12-03,6,2020,55,217,537,528,549,-5,,
"abundance","jags_RW","controls","DO",0.641,0,2.744,0.95,1379,"1379.03",,533,2020-12-03,7,2020,55,217,537,528,549,-4,,
"abundance","jags_RW","controls","DO",0.777,0,3.299,0.95,1379,"1379.03",,534,2020-12-03,8,2020,55,217,537,528,549,-3,,
"abundance","jags_RW","controls","DO",0.962,0,3.984,0.95,1379,"1379.03",,535,2020-12-03,9,2020,55,217,537,528,549,-2,,
"abundance","jags_RW","controls","DO",1.153,0,4.638,0.95,1379,"1379.03",,536,2020-12-03,10,2020,55,217,537,528,549,-1,,
"abundance","jags_RW","controls","DO",1.373,0,5.361,0.95,1379,"1379.03",,537,2020-12-03,11,2020,55,217,537,528,549,0,,
"abundance","jags_RW","controls","DO",1.63,0,6.046,0.95,1379,"1379.03",,538,2020-12-03,12,2020,55,217,537,528,549,1,,
"abundance","jags_RW","controls","DO",1.907,0,7.289,0.95,1379,"1379.03",,539,2020-12-03,1,2021,55,217,537,528,549,2,,
"abundance","jags_RW","controls","DO",2.167,0,8.316,0.95,1379,"1379.03",,540,2020-12-03,2,2021,55,217,537,528,549,3,,
"abundance","jags_RW","controls","DO",2.44,0,9.682,0.95,1379,"1379.03",,541,2020-12-03,3,2021,55,217,537,528,549,4,,
"abundance","jags_RW","controls","DO",2.805,0,10.737,0.95,1379,"1379.03",,542,2020-12-03,4,2021,55,217,537,528,549,5,,
"abundance","jags_RW","controls","DO",3.131,0,12.114,0.95,1379,"1379.03",,543,2020-12-03,5,2021,55,217,537,528,549,6,,
"abundance","jags_RW","controls","DO",3.523,0,14.117,0.95,1379,"1379.03",,544,2020-12-03,6,2021,55,217,537,528,549,7,,
"abundance","jags_RW","controls","DO",3.892,0,15.456,0.95,1379,"1379.03",,545,2020-12-03,7,2021,55,217,537,528,549,8,,
"abundance","jags_RW","controls","DO",4.177,0,17.116,0.95,1379,"1379.03",,546,2020-12-03,8,2021,55,217,537,528,549,9,,
"abundance","jags_RW","controls","DO",4.534,0,19.21,0.95,1379,"1379.03",,547,2020-12-03,9,2021,55,217,537,528,549,10,,
"abundance","jags_RW","controls","DO",4.862,0,21.073,0.95,1379,"1379.03",,548,2020-12-03,10,2021,55,217,537,528,549,11,,
"abundance","jags_RW","controls","DO",5.287,0,24.814,0.95,1379,"1379.03",,549,2020-12-03,11,2021,55,217,537,528,549,12,,
