"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2023-04-06",3,2023,566,"abundance","jags_logistic_competition","controls","DM",11.088,0.054,24.486,124,0.95,217,566,3145
"2023-04-06",4,2023,567,"abundance","jags_logistic_competition","controls","DM",11.017,0.053,25.141,124,0.95,217,566,3145
"2023-04-06",5,2023,568,"abundance","jags_logistic_competition","controls","DM",10.957,0.052,25.545,124,0.95,217,566,3145
"2023-04-06",6,2023,569,"abundance","jags_logistic_competition","controls","DM",10.917,0.051,26.017,124,0.95,217,566,3145
"2023-04-06",7,2023,570,"abundance","jags_logistic_competition","controls","DM",10.877,0.05,26.129,124,0.95,217,566,3145
"2023-04-06",8,2023,571,"abundance","jags_logistic_competition","controls","DM",10.832,0.049,26.457,124,0.95,217,566,3145
"2023-04-06",9,2023,572,"abundance","jags_logistic_competition","controls","DM",10.796,0.047,26.68,124,0.95,217,566,3145
"2023-04-06",10,2023,573,"abundance","jags_logistic_competition","controls","DM",10.752,0.047,26.886,124,0.95,217,566,3145
"2023-04-06",11,2023,574,"abundance","jags_logistic_competition","controls","DM",10.721,0.046,26.984,124,0.95,217,566,3145
"2023-04-06",12,2023,575,"abundance","jags_logistic_competition","controls","DM",10.678,0.045,26.977,124,0.95,217,566,3145
"2023-04-06",1,2024,576,"abundance","jags_logistic_competition","controls","DM",10.649,0.044,27.095,124,0.95,217,566,3145
"2023-04-06",2,2024,577,"abundance","jags_logistic_competition","controls","DM",10.619,0.043,27.199,124,0.95,217,566,3145
"2023-04-06",3,2024,578,"abundance","jags_logistic_competition","controls","DM",10.584,0.042,27.363,124,0.95,217,566,3145
