"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,12.3376296695412,26.6397203453617,2337,"2337.01",,552,2022-04-07,1,2022,89,217,554,552,566,-2,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,10.5049186630941,28.4724313518089,2337,"2337.01",,553,2022-04-07,3,2022,89,217,554,552,566,-1,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,8.98732715659365,29.9900228583093,2337,"2337.01",,554,2022-04-07,4,2022,89,217,554,552,566,0,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,7.66290926841155,31.3144407464914,2337,"2337.01",,555,2022-04-07,4,2022,89,217,554,552,566,1,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,6.47256330139329,32.5047867135096,2337,"2337.01",,556,2022-04-07,5,2022,89,217,554,552,566,2,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,5.38230791402451,33.5950421008784,2337,"2337.01",,557,2022-04-07,6,2022,89,217,554,552,566,3,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,4.37047335499117,34.6068766599118,2337,"2337.01",,558,2022-04-07,7,2022,89,217,554,552,566,4,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,3.42223639043409,35.5551136244689,2337,"2337.01",,559,2022-04-07,8,2022,89,217,554,552,566,5,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,2.5269275012444,36.4504225136585,2337,"2337.01",,560,2022-04-07,9,2022,89,217,554,552,566,6,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,1.67656375992508,37.3007862549779,2337,"2337.01",,561,2022-04-07,10,2022,89,217,554,552,566,7,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,0.864987517478113,38.1123624974248,2337,"2337.01",,562,2022-04-07,11,2022,89,217,554,552,566,8,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,0.0873306119173201,38.8900194029856,2337,"2337.01",,563,2022-04-07,12,2022,89,217,554,552,566,9,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,-0.660334719680499,39.6376847345834,2337,"2337.01",,564,2022-04-07,1,2023,89,217,554,552,566,10,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,-1.38123207461272,40.3585820895157,2337,"2337.01",,565,2022-04-07,2,2023,89,217,554,552,566,11,,
"abundance","ESSS",0.95,"dm_controls","DM",19.4886750074515,-2.07804588942868,41.0553959043316,2337,"2337.01",,566,2022-04-07,3,2023,89,217,554,552,566,12,,
