"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pevGARCH","controls","PP",21.33806811187029,13,31,217,567,568,580,0.95,126,,3617
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pevGARCH","controls","PP",27.462729688045016,15,43,217,567,568,580,0.95,126,,3617
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pevGARCH","controls","PP",31.373365010742777,16,50,217,567,568,580,0.95,126,,3617
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pevGARCH","controls","PP",34.813645834201765,16,56,217,567,568,580,0.95,126,,3617
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pevGARCH","controls","PP",32.93657535839327,16,52,217,567,568,580,0.95,126,,3617
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pevGARCH","controls","PP",28.76975491462344,12,47,217,567,568,580,0.95,126,,3617
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pevGARCH","controls","PP",25.433660621056525,11,43,217,567,568,580,0.95,126,,3617
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pevGARCH","controls","PP",23.649122984866008,9,40,217,567,568,580,0.95,126,,3617
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pevGARCH","controls","PP",20.246447692308916,7,36,217,567,568,580,0.95,126,,3617
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pevGARCH","controls","PP",18.022596359176617,6,32,217,567,568,580,0.95,126,,3617
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pevGARCH","controls","PP",14.395520171746112,4,27,217,567,568,580,0.95,126,,3617
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pevGARCH","controls","PP",13.712704895496808,4,25,217,567,568,580,0.95,126,,3617
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pevGARCH","controls","PP",16.93158948041493,4,31,217,567,568,580,0.95,126,,3617
