"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-10-13",8,2022,"abundance","jags_logistic","dm_controls","DM",12.937,6.497,19.939,116,0.95,"2964.1",2964,NA,559,217,560,559,572,-1,NA,NA
"2022-10-13",9,2022,"abundance","jags_logistic","dm_controls","DM",21.927,0.058,77.552,116,0.95,"2964.1",2964,NA,560,217,560,559,572,0,NA,NA
"2022-10-13",10,2022,"abundance","jags_logistic","dm_controls","DM",30.171,0,147.111,116,0.95,"2964.1",2964,NA,561,217,560,559,572,1,NA,NA
"2022-10-13",11,2022,"abundance","jags_logistic","dm_controls","DM",35.65,0.431,196.9,116,0.95,"2964.1",2964,NA,562,217,560,559,572,2,NA,NA
"2022-10-13",12,2022,"abundance","jags_logistic","dm_controls","DM",39.369,0.234,196.9,116,0.95,"2964.1",2964,NA,563,217,560,559,572,3,NA,NA
"2022-10-13",1,2023,"abundance","jags_logistic","dm_controls","DM",41.125,0.119,196.9,116,0.95,"2964.1",2964,NA,564,217,560,559,572,4,NA,NA
"2022-10-13",2,2023,"abundance","jags_logistic","dm_controls","DM",41.814,0.056,196.9,116,0.95,"2964.1",2964,NA,565,217,560,559,572,5,NA,NA
"2022-10-13",3,2023,"abundance","jags_logistic","dm_controls","DM",42.676,0.01,196.9,116,0.95,"2964.1",2964,NA,566,217,560,559,572,6,NA,NA
"2022-10-13",4,2023,"abundance","jags_logistic","dm_controls","DM",42.685,0,196.9,116,0.95,"2964.1",2964,NA,567,217,560,559,572,7,NA,NA
"2022-10-13",5,2023,"abundance","jags_logistic","dm_controls","DM",42.387,0,196.9,116,0.95,"2964.1",2964,NA,568,217,560,559,572,8,NA,NA
"2022-10-13",6,2023,"abundance","jags_logistic","dm_controls","DM",41.658,0,196.9,116,0.95,"2964.1",2964,NA,569,217,560,559,572,9,NA,NA
"2022-10-13",7,2023,"abundance","jags_logistic","dm_controls","DM",41.407,0,196.9,116,0.95,"2964.1",2964,NA,570,217,560,559,572,10,NA,NA
"2022-10-13",8,2023,"abundance","jags_logistic","dm_controls","DM",40.87,0,196.9,116,0.95,"2964.1",2964,NA,571,217,560,559,572,11,NA,NA
"2022-10-13",9,2023,"abundance","jags_logistic","dm_controls","DM",40.574,0,196.9,116,0.95,"2964.1",2964,NA,572,217,560,559,572,12,NA,NA
