"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2023-03-09",3,2023,"abundance","NaiveArima","exclosures","RO",122,0.95,2,1.32598949050622,2.67401050949378,"3105.15",3105,NA,566,217,565,566,577,1,NA,NA
"2023-03-09",4,2023,"abundance","NaiveArima","exclosures","RO",122,0.95,2,1.04680519629189,2.95319480370811,"3105.15",3105,NA,567,217,565,566,577,2,NA,NA
"2023-03-09",5,2023,"abundance","NaiveArima","exclosures","RO",122,0.95,2,0.832579552721385,3.16742044727861,"3105.15",3105,NA,568,217,565,566,577,3,NA,NA
"2023-03-09",6,2023,"abundance","NaiveArima","exclosures","RO",122,0.95,2,0.651978981012437,3.34802101898756,"3105.15",3105,NA,569,217,565,566,577,4,NA,NA
"2023-03-09",7,2023,"abundance","NaiveArima","exclosures","RO",122,0.95,2,0.492866683222636,3.50713331677736,"3105.15",3105,NA,570,217,565,566,577,5,NA,NA
"2023-03-09",8,2023,"abundance","NaiveArima","exclosures","RO",122,0.95,2,0.349018170466918,3.65098182953308,"3105.15",3105,NA,571,217,565,566,577,6,NA,NA
"2023-03-09",9,2023,"abundance","NaiveArima","exclosures","RO",122,0.95,2,0.216735810835514,3.78326418916449,"3105.15",3105,NA,572,217,565,566,577,7,NA,NA
"2023-03-09",10,2023,"abundance","NaiveArima","exclosures","RO",122,0.95,2,0.0936103925837881,3.90638960741621,"3105.15",3105,NA,573,217,565,566,577,8,NA,NA
"2023-03-09",11,2023,"abundance","NaiveArima","exclosures","RO",122,0.95,2,-0.022031528481345,4.02203152848135,"3105.15",3105,NA,574,217,565,566,577,9,NA,NA
"2023-03-09",12,2023,"abundance","NaiveArima","exclosures","RO",122,0.95,2,-0.131408376890894,4.13140837689089,"3105.15",3105,NA,575,217,565,566,577,10,NA,NA
"2023-03-09",1,2024,"abundance","NaiveArima","exclosures","RO",122,0.95,2,-0.235439964747151,4.23543996474715,"3105.15",3105,NA,576,217,565,566,577,11,NA,NA
"2023-03-09",2,2024,"abundance","NaiveArima","exclosures","RO",122,0.95,2,-0.33484089455723,4.33484089455723,"3105.15",3105,NA,577,217,565,566,577,12,NA,NA
