"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbsGARCH",0.95,"controls","DM",19.5638819349235,11,28,2533,2533.01,NA,555,2022-05-26,4,2022,96,217,555,555,567,0,NA,NA
"2","abundance","nbsGARCH",0.95,"controls","DM",17.8580503372588,8,28,2533,2533.01,NA,556,2022-05-26,5,2022,96,217,555,555,567,1,NA,NA
"3","abundance","nbsGARCH",0.95,"controls","DM",16.2775058590761,7,28,2533,2533.01,NA,557,2022-05-26,6,2022,96,217,555,555,567,2,NA,NA
"4","abundance","nbsGARCH",0.95,"controls","DM",15.079209392619,5,27,2533,2533.01,NA,558,2022-05-26,7,2022,96,217,555,555,567,3,NA,NA
"5","abundance","nbsGARCH",0.95,"controls","DM",14.4352090656867,4,27,2533,2533.01,NA,559,2022-05-26,8,2022,96,217,555,555,567,4,NA,NA
"6","abundance","nbsGARCH",0.95,"controls","DM",14.408170224125,4,27,2533,2533.01,NA,560,2022-05-26,9,2022,96,217,555,555,567,5,NA,NA
"7","abundance","nbsGARCH",0.95,"controls","DM",14.9394955171287,4,27,2533,2533.01,NA,561,2022-05-26,10,2022,96,217,555,555,567,6,NA,NA
"8","abundance","nbsGARCH",0.95,"controls","DM",15.8810654873181,4,30,2533,2533.01,NA,562,2022-05-26,11,2022,96,217,555,555,567,7,NA,NA
"9","abundance","nbsGARCH",0.95,"controls","DM",17.0341357294804,4,32,2533,2533.01,NA,563,2022-05-26,12,2022,96,217,555,555,567,8,NA,NA
"10","abundance","nbsGARCH",0.95,"controls","DM",18.0966962586183,4,35,2533,2533.01,NA,564,2022-05-26,1,2023,96,217,555,555,567,9,NA,NA
"11","abundance","nbsGARCH",0.95,"controls","DM",18.6918030965976,5,35,2533,2533.01,NA,565,2022-05-26,2,2023,96,217,555,555,567,10,NA,NA
"12","abundance","nbsGARCH",0.95,"controls","DM",18.5991534370482,5,36,2533,2533.01,NA,566,2022-05-26,3,2023,96,217,555,555,567,11,NA,NA
"13","abundance","nbsGARCH",0.95,"controls","DM",17.8411549745154,5,33,2533,2533.01,NA,567,2022-05-26,4,2023,96,217,555,555,567,12,NA,NA
