"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sNaiveArima","all","PE",28.694362374610336,18.457688214709734,38.93103653451094,217,567,568,580,0.95,126,,3381
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sNaiveArima","all","PE",27.973615478820715,15.436301301375645,40.51092965626579,217,567,568,580,0.95,126,,3381
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sNaiveArima","all","PE",27.47716156288711,13.000318132361468,41.95400499341275,217,567,568,580,0.95,126,,3381
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sNaiveArima","all","PE",27.295610373322198,11.1100073681839,43.481213378460495,217,567,568,580,0.95,126,,3381
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sNaiveArima","all","PE",27.489821844732234,9.759382099256932,45.220261590207535,217,567,568,580,0.95,126,,3381
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sNaiveArima","all","PE",28.020264329617028,8.869200586422014,47.171328072812045,217,567,568,580,0.95,126,,3381
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sNaiveArima","all","PE",28.7307284639357,8.257380144134494,49.20407678373691,217,567,568,580,0.95,126,,3381
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sNaiveArima","all","PE",29.46981287730937,7.754547731520905,51.18507802309783,217,567,568,580,0.95,126,,3381
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sNaiveArima","all","PE",30.01573781495864,7.125838529905337,52.905637100011944,217,567,568,580,0.95,126,,3381
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sNaiveArima","all","PE",30.26630369706282,6.259174793175291,54.27343260095035,217,567,568,580,0.95,126,,3381
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sNaiveArima","all","PE",30.137857691450794,5.063229336560653,55.212486046340935,217,567,568,580,0.95,126,,3381
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sNaiveArima","all","PE",29.66856190840357,3.5700612605914657,55.76706255621568,217,567,568,580,0.95,126,,3381
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sNaiveArima","all","PE",28.982850362627744,1.8991562831297024,56.06654444212579,217,567,568,580,0.95,126,,3381
