"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pevGARCH","exclosures","PP",23.216816366460428,14,33,217,567,568,580,0.95,126,,3630
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pevGARCH","exclosures","PP",26.789739767896627,14,41,217,567,568,580,0.95,126,,3630
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pevGARCH","exclosures","PP",29.164353592444,15,47,217,567,568,580,0.95,126,,3630
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pevGARCH","exclosures","PP",29.69113464600724,14,49,217,567,568,580,0.95,126,,3630
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pevGARCH","exclosures","PP",26.977407751150814,12,45,217,567,568,580,0.95,126,,3630
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pevGARCH","exclosures","PP",21.01176938368425,8,37,217,567,568,580,0.95,126,,3630
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pevGARCH","exclosures","PP",17.084029836902697,6,32,217,567,568,580,0.95,126,,3630
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pevGARCH","exclosures","PP",15.23519224570814,4,29,217,567,568,580,0.95,126,,3630
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pevGARCH","exclosures","PP",12.829733306880561,3,25,217,567,568,580,0.95,126,,3630
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pevGARCH","exclosures","PP",11.607890450454114,2,24,217,567,568,580,0.95,126,,3630
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pevGARCH","exclosures","PP",10.632133897856484,2,21,217,567,568,580,0.95,126,,3630
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pevGARCH","exclosures","PP",10.456485086397143,1,21,217,567,568,580,0.95,126,,3630
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pevGARCH","exclosures","PP",11.754935043231912,2,25,217,567,568,580,0.95,126,,3630
