"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","nbGARCH","exclosures","PF",3.6098110029515627,0,32,217,567,568,580,0.95,126,,3453
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","nbGARCH","exclosures","PF",2.815536439232532,0,15,217,567,568,580,0.95,126,,3453
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","nbGARCH","exclosures","PF",2.3557508290191205,0,10,217,567,568,580,0.95,126,,3453
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","nbGARCH","exclosures","PF",2.0871416194437478,0,12,217,567,568,580,0.95,126,,3453
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","nbGARCH","exclosures","PF",1.9292585488284122,0,11,217,567,568,580,0.95,126,,3453
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","nbGARCH","exclosures","PF",1.8360949291709656,0,10,217,567,568,580,0.95,126,,3453
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","nbGARCH","exclosures","PF",1.7809870545077857,0,9,217,567,568,580,0.95,126,,3453
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","nbGARCH","exclosures","PF",1.7483412443142732,0,16,217,567,568,580,0.95,126,,3453
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","nbGARCH","exclosures","PF",1.7289845284855503,0,9,217,567,568,580,0.95,126,,3453
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","nbGARCH","exclosures","PF",1.7175011310969865,0,15,217,567,568,580,0.95,126,,3453
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","nbGARCH","exclosures","PF",1.7106863901022047,0,9,217,567,568,580,0.95,126,,3453
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","nbGARCH","exclosures","PF",1.5794726574789408,0,9,217,567,568,580,0.95,126,,3453
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","nbGARCH","exclosures","PF",1.494122110270822,0,7,217,567,568,580,0.95,126,,3453
