"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-04-14",1,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.248160095270613,0,1,"2380.17",2380,NA,552,217,554,552,566,-2,NA,NA
"2022-04-14",3,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.308976597455444,0,2,"2380.17",2380,NA,553,217,554,552,566,-1,NA,NA
"2022-04-14",4,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.32386224578905,0,2,"2380.17",2380,NA,554,217,554,552,566,0,NA,NA
"2022-04-14",4,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.327660978351621,0,2,"2380.17",2380,NA,555,217,554,552,566,1,NA,NA
"2022-04-14",5,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.328736484868685,0,2,"2380.17",2380,NA,556,217,554,552,566,2,NA,NA
"2022-04-14",6,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.329199098450376,0,2,"2380.17",2380,NA,557,217,554,552,566,3,NA,NA
"2022-04-14",7,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.329350911085276,0,2,"2380.17",2380,NA,558,217,554,552,566,4,NA,NA
"2022-04-14",8,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.329322022568368,0,2,"2380.17",2380,NA,559,217,554,552,566,5,NA,NA
"2022-04-14",9,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.32892784921942,0,2,"2380.17",2380,NA,560,217,554,552,566,6,NA,NA
"2022-04-14",10,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.32851908840684,0,2,"2380.17",2380,NA,561,217,554,552,566,7,NA,NA
"2022-04-14",11,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.328348829991957,0,2,"2380.17",2380,NA,562,217,554,552,566,8,NA,NA
"2022-04-14",12,2022,"abundance","pevGARCH","exclosures","SF",90,0.95,0.328324796191947,0,2,"2380.17",2380,NA,563,217,554,552,566,9,NA,NA
"2022-04-14",1,2023,"abundance","pevGARCH","exclosures","SF",90,0.95,0.328403404276373,0,2,"2380.17",2380,NA,564,217,554,552,566,10,NA,NA
"2022-04-14",2,2023,"abundance","pevGARCH","exclosures","SF",90,0.95,0.329262356335267,0,2,"2380.17",2380,NA,565,217,554,552,566,11,NA,NA
"2022-04-14",3,2023,"abundance","pevGARCH","exclosures","SF",90,0.95,0.329635950144657,0,2,"2380.17",2380,NA,566,217,554,552,566,12,NA,NA
