"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","controls","PM",0.95,-0.000615803124883685,-1.09672694114957,1.09549533489981,2671,"2671.13",,555,2022-07-14,4,2022,103,217,557,555,569,-2,,
"abundance","AutoArima","controls","PM",0.95,-0.000838762517653295,-1.16908906874672,1.16741154371141,2671,"2671.13",,556,2022-07-14,5,2022,103,217,557,555,569,-1,,
"abundance","AutoArima","controls","PM",0.95,-0.00097699175771198,-1.19588222546045,1.19392824194503,2671,"2671.13",,557,2022-07-14,6,2022,103,217,557,555,569,0,,
"abundance","AutoArima","controls","PM",0.95,-0.00111522099777067,-1.22209362254961,1.21986318055407,2671,"2671.13",,558,2022-07-14,7,2022,103,217,557,555,569,1,,
"abundance","AutoArima","controls","PM",0.95,-0.00125345023782936,-1.24775976654031,1.24525286606465,2671,"2671.13",,559,2022-07-14,8,2022,103,217,557,555,569,2,,
"abundance","AutoArima","controls","PM",0.95,-0.00139167947788805,-1.27291349844439,1.27013013948861,2671,"2671.13",,560,2022-07-14,9,2022,103,217,557,555,569,3,,
"abundance","AutoArima","controls","PM",0.95,-0.00152990871794674,-1.29758448921746,1.29452467178157,2671,"2671.13",,561,2022-07-14,10,2022,103,217,557,555,569,4,,
"abundance","AutoArima","controls","PM",0.95,-0.00166813795800543,-1.32179965230029,1.31846337638428,2671,"2671.13",,562,2022-07-14,11,2022,103,217,557,555,569,5,,
"abundance","AutoArima","controls","PM",0.95,-0.00180636719806412,-1.34558348959804,1.34197075520191,2671,"2671.13",,563,2022-07-14,12,2022,103,217,557,555,569,6,,
"abundance","AutoArima","controls","PM",0.95,-0.00194459643812281,-1.36895838357103,1.36506919069478,2671,"2671.13",,564,2022-07-14,1,2023,103,217,557,555,569,7,,
"abundance","AutoArima","controls","PM",0.95,-0.0020828256781815,-1.391944845354,1.38777919399764,2671,"2671.13",,565,2022-07-14,2,2023,103,217,557,555,569,8,,
"abundance","AutoArima","controls","PM",0.95,-0.00222105491824019,-1.41456172673338,1.4101196168969,2671,"2671.13",,566,2022-07-14,3,2023,103,217,557,555,569,9,,
"abundance","AutoArima","controls","PM",0.95,-0.00235928415829888,-1.43682640221613,1.43210783389953,2671,"2671.13",,567,2022-07-14,4,2023,103,217,557,555,569,10,,
"abundance","AutoArima","controls","PM",0.95,-0.00249751339835757,-1.45875492619152,1.4537598993948,2671,"2671.13",,568,2022-07-14,5,2023,103,217,557,555,569,11,,
"abundance","AutoArima","controls","PM",0.95,-0.00263574263841625,-1.4803621692279,1.47509068395106,2671,"2671.13",,569,2022-07-14,6,2023,103,217,557,555,569,12,,
