"date","currency","model","level","species","aic","fit_start_newmoon","fit_end_newmoon","initial_newmoon"
"2018-02-18","abundance","AutoArima","All","total",-16.2815187912093,217,490,490
"2018-02-18","abundance","AutoArima","Controls","total",123.001102105106,217,490,490
"2018-02-18","abundance","ESSS","All","total",3524.02939932826,217,490,490
"2018-02-18","abundance","ESSS","Controls","total",2814.555409335,217,490,490
"2018-02-18","abundance","nbGARCH","All","BA",449.649298333626,217,490,490
"2018-02-18","abundance","nbGARCH","All","DM",1803.22450868882,217,490,490
"2018-02-18","abundance","nbGARCH","All","DO",1553.69317193948,217,490,490
"2018-02-18","abundance","nbGARCH","All","DS",315.136022103244,217,490,490
"2018-02-18","abundance","nbGARCH","All","NA",873.835737029963,217,490,490
"2018-02-18","abundance","nbGARCH","All","OL",907.263440278302,217,490,490
"2018-02-18","abundance","nbGARCH","All","OT",1504.88423281213,217,490,490
"2018-02-18","abundance","nbGARCH","All","PB",1834.83591416933,217,490,490
"2018-02-18","abundance","nbGARCH","All","PE",1207.49287473548,217,490,490
"2018-02-18","abundance","nbGARCH","All","PF",1107.89435146977,217,490,490
"2018-02-18","abundance","nbGARCH","All","PH",54.5903258349711,217,490,490
"2018-02-18","abundance","nbGARCH","All","PL",399.849201591682,217,490,490
"2018-02-18","abundance","nbGARCH","All","PM",791.856640535898,217,490,490
"2018-02-18","abundance","nbGARCH","All","PP",2405.10119993039,217,490,490
"2018-02-18","abundance","nbGARCH","All","RF",37.9200000805683,217,490,490
"2018-02-18","abundance","nbGARCH","All","RM",1110.95196696509,217,490,490
"2018-02-18","abundance","nbGARCH","All","RO",295.789150793986,217,490,490
"2018-02-18","abundance","nbGARCH","All","SF",557.675774774073,217,490,490
"2018-02-18","abundance","nbGARCH","All","SH",602.34975515592,217,490,490
"2018-02-18","abundance","nbGARCH","All","SO",32.9847875771892,217,490,490
"2018-02-18","abundance","nbGARCH","All","total",2744.09106770925,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","BA",264.104427778078,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","DM",1482.19365799242,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","DO",961.680535658629,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","DS",175.609973506956,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","NA",204.218596646306,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","OL",426.318376807037,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","OT",935.246558626791,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","PB",809.502489553543,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","PE",336.018806198079,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","PF",584.916883025851,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","PH",1e+06,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","PL",38.5572560718444,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","PM",262.729661988154,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","PP",1571.90107079612,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","RF",1e+06,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","RM",382.231188972988,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","RO",45.8424703738833,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","SF",259.385130426324,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","SH",190.384844614054,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","SO",1e+06,217,490,490
"2018-02-18","abundance","nbGARCH","Controls","total",2024.50627074288,217,490,490
"2018-02-18","abundance","pevGARCH","All","BA",657.055368241911,217,490,490
"2018-02-18","abundance","pevGARCH","All","DM",1788.13055495394,217,490,490
"2018-02-18","abundance","pevGARCH","All","DO",1556.31039575593,217,490,490
"2018-02-18","abundance","pevGARCH","All","DS",305.559998185372,217,490,490
"2018-02-18","abundance","pevGARCH","All","NA",870.678664476016,217,490,490
"2018-02-18","abundance","pevGARCH","All","OL",852.091412915399,217,490,490
"2018-02-18","abundance","pevGARCH","All","OT",1533.88992481914,217,490,490
"2018-02-18","abundance","pevGARCH","All","PB",2085.61468378608,217,490,490
"2018-02-18","abundance","pevGARCH","All","PE",1236.72640577142,217,490,490
"2018-02-18","abundance","pevGARCH","All","PF",1237.28992756761,217,490,490
"2018-02-18","abundance","pevGARCH","All","PH",48.879243853508,217,490,490
"2018-02-18","abundance","pevGARCH","All","PL",424.258823276633,217,490,490
"2018-02-18","abundance","pevGARCH","All","PM",818.621231304823,217,490,490
"2018-02-18","abundance","pevGARCH","All","PP",4426.27474965595,217,490,490
"2018-02-18","abundance","pevGARCH","All","RF",37.3161692913925,217,490,490
"2018-02-18","abundance","pevGARCH","All","RM",1264.50982203973,217,490,490
"2018-02-18","abundance","pevGARCH","All","RO",281.236151884962,217,490,490
"2018-02-18","abundance","pevGARCH","All","SF",640.701767204296,217,490,490
"2018-02-18","abundance","pevGARCH","All","SH",612.123106328906,217,490,490
"2018-02-18","abundance","pevGARCH","All","SO",25.7042687400767,217,490,490
"2018-02-18","abundance","pevGARCH","All","total",3930.14990776531,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","BA",295.516250257001,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","DM",1476.04686378934,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","DO",954.369985935778,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","DS",165.486141978535,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","NA",204.218596646306,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","OL",421.286887840093,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","OT",932.416106026932,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","PB",794.999489214373,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","PE",344.61364706337,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","PF",613.878473291789,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","PH",1e+06,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","PL",38.5572560718444,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","PM",265.508249710961,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","PP",1811.12493046547,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","RF",1e+06,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","RM",385.261435070552,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","RO",34.5371025397852,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","SF",272.507434460144,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","SH",165.102069172856,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","SO",1e+06,217,490,490
"2018-02-18","abundance","pevGARCH","Controls","total",2126.70515299547,217,490,490
"2018-02-18","abundance","AutoArima","All","total",-13.3475999271275,217,487,487
"2018-02-18","abundance","AutoArima","Controls","total",124.237454080193,217,487,487
"2018-02-18","abundance","ESSS","All","total",3487.87062937216,217,487,487
"2018-02-18","abundance","ESSS","Controls","total",2783.47420869129,217,487,487
"2018-02-18","abundance","nbGARCH","All","BA",457.016119199074,217,487,487
"2018-02-18","abundance","nbGARCH","All","DM",1782.30518841205,217,487,487
"2018-02-18","abundance","nbGARCH","All","DO",1538.76824350567,217,487,487
"2018-02-18","abundance","nbGARCH","All","DS",307.642313118145,217,487,487
"2018-02-18","abundance","nbGARCH","All","NA",862.54146289037,217,487,487
"2018-02-18","abundance","nbGARCH","All","OL",1770.84364087692,217,487,487
"2018-02-18","abundance","nbGARCH","All","OT",1489.5327613001,217,487,487
"2018-02-18","abundance","nbGARCH","All","PB",1822.72871017199,217,487,487
"2018-02-18","abundance","nbGARCH","All","PE",1195.7113729668,217,487,487
"2018-02-18","abundance","nbGARCH","All","PF",1116.93756876006,217,487,487
"2018-02-18","abundance","nbGARCH","All","PH",54.4696676895089,217,487,487
"2018-02-18","abundance","nbGARCH","All","PL",390.34091813616,217,487,487
"2018-02-18","abundance","nbGARCH","All","PM",779.415703228005,217,487,487
"2018-02-18","abundance","nbGARCH","All","PP",2381.04394797573,217,487,487
"2018-02-18","abundance","nbGARCH","All","RF",37.8640784950807,217,487,487
"2018-02-18","abundance","nbGARCH","All","RM",1898.49639966973,217,487,487
"2018-02-18","abundance","nbGARCH","All","RO",282.566900412373,217,487,487
"2018-02-18","abundance","nbGARCH","All","SF",554.444854954175,217,487,487
"2018-02-18","abundance","nbGARCH","All","SH",590.852561221093,217,487,487
"2018-02-18","abundance","nbGARCH","All","SO",32.9577146012266,217,487,487
"2018-02-18","abundance","nbGARCH","All","total",2718.43730525355,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","BA",265.587673292403,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","DM",1467.36434417114,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","DO",949.011853084898,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","DS",159.694345177072,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","NA",203.641221580351,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","OL",420.166171010273,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","OT",925.479655999763,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","PB",806.741423816598,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","PE",335.427138669194,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","PF",577.977735926905,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","PH",1e+06,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","PL",38.9373971375695,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","PM",256.336733023862,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","PP",1562.79661256908,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","RF",1e+06,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","RM",374.419221742846,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","RO",45.5742249118476,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","SF",259.992317352675,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","SH",172.936869444088,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","SO",1e+06,217,487,487
"2018-02-18","abundance","nbGARCH","Controls","total",2006.23405971713,217,487,487
"2018-02-18","abundance","pevGARCH","All","BA",664.080724975276,217,487,487
"2018-02-18","abundance","pevGARCH","All","DM",1769.47607841403,217,487,487
"2018-02-18","abundance","pevGARCH","All","DO",1542.5168562536,217,487,487
"2018-02-18","abundance","pevGARCH","All","DS",297.167450604201,217,487,487
"2018-02-18","abundance","pevGARCH","All","NA",858.900855113976,217,487,487
"2018-02-18","abundance","pevGARCH","All","OL",844.96547293084,217,487,487
"2018-02-18","abundance","pevGARCH","All","OT",1521.1661567522,217,487,487
"2018-02-18","abundance","pevGARCH","All","PB",2075.99142354387,217,487,487
"2018-02-18","abundance","pevGARCH","All","PE",1224.4064255313,217,487,487
"2018-02-18","abundance","pevGARCH","All","PF",1226.85322747737,217,487,487
"2018-02-18","abundance","pevGARCH","All","PH",48.9416236841744,217,487,487
"2018-02-18","abundance","pevGARCH","All","PL",397.077417711873,217,487,487
"2018-02-18","abundance","pevGARCH","All","PM",809.982733949474,217,487,487
"2018-02-18","abundance","pevGARCH","All","PP",4395.07685451959,217,487,487
"2018-02-18","abundance","pevGARCH","All","RF",37.168658719216,217,487,487
"2018-02-18","abundance","pevGARCH","All","RM",1226.26013789771,217,487,487
"2018-02-18","abundance","pevGARCH","All","RO",271.972200797365,217,487,487
"2018-02-18","abundance","pevGARCH","All","SF",634.017573460659,217,487,487
"2018-02-18","abundance","pevGARCH","All","SH",607.501945513063,217,487,487
"2018-02-18","abundance","pevGARCH","All","SO",25.9336296476551,217,487,487
"2018-02-18","abundance","pevGARCH","All","total",3913.97869008199,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","BA",277.065353162273,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","DM",1461.66610311091,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","DO",942.609089375084,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","DS",155.4880770132,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","NA",203.641221580351,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","OL",418.149085686344,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","OT",923.512608442889,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","PB",794.189079529299,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","PE",342.112625715387,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","PF",607.112561914604,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","PH",1e+06,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","PL",38.6551643891926,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","PM",254.453889171807,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","PP",1801.49221458906,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","RF",1e+06,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","RM",380.102871809138,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","RO",34.035645114706,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","SF",270.234483010888,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","SH",157.472026162859,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","SO",1e+06,217,487,487
"2018-02-18","abundance","pevGARCH","Controls","total",2110.13742479295,217,487,487
"2018-02-18","abundance","AutoArima","All","total",-12.4847541946527,217,486,486
"2018-02-18","abundance","AutoArima","Controls","total",124.764836491371,217,486,486
"2018-02-18","abundance","ESSS","All","total",3473.50231618128,217,486,486
"2018-02-18","abundance","ESSS","Controls","total",2773.22068899516,217,486,486
"2018-02-18","abundance","nbGARCH","All","BA",456.852633237344,217,486,486
"2018-02-18","abundance","nbGARCH","All","DM",1775.35108784028,217,486,486
"2018-02-18","abundance","nbGARCH","All","DO",1533.88118877876,217,486,486
"2018-02-18","abundance","nbGARCH","All","DS",294.453497689034,217,486,486
"2018-02-18","abundance","nbGARCH","All","NA",858.887477351231,217,486,486
"2018-02-18","abundance","nbGARCH","All","OL",1560.0140924742,217,486,486
"2018-02-18","abundance","nbGARCH","All","OT",1485.70409251434,217,486,486
"2018-02-18","abundance","nbGARCH","All","PB",1819.46855324109,217,486,486
"2018-02-18","abundance","nbGARCH","All","PE",1191.60038948983,217,486,486
"2018-02-18","abundance","nbGARCH","All","PF",1131.08451384856,217,486,486
"2018-02-18","abundance","nbGARCH","All","PH",53.7988115822429,217,486,486
"2018-02-18","abundance","nbGARCH","All","PL",375.963258853986,217,486,486
"2018-02-18","abundance","nbGARCH","All","PM",782.892709719651,217,486,486
"2018-02-18","abundance","nbGARCH","All","PP",2380.76429681725,217,486,486
"2018-02-18","abundance","nbGARCH","All","RF",37.8445960892011,217,486,486
"2018-02-18","abundance","nbGARCH","All","RM",1956.92131182936,217,486,486
"2018-02-18","abundance","nbGARCH","All","RO",292.565891899332,217,486,486
"2018-02-18","abundance","nbGARCH","All","SF",533.648685724871,217,486,486
"2018-02-18","abundance","nbGARCH","All","SH",587.233433463356,217,486,486
"2018-02-18","abundance","nbGARCH","All","SO",32.9572189228161,217,486,486
"2018-02-18","abundance","nbGARCH","All","total",2709.93147850234,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","BA",270.830057430806,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","DM",1462.76244875087,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","DO",944.614466330097,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","DS",147.437803424073,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","NA",203.123426001873,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","OL",416.577747646698,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","OT",922.538769918052,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","PB",803.058178049412,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","PE",334.619079391167,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","PF",577.500526371178,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","PH",1e+06,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","PL",38.4776556805145,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","PM",252.479802339021,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","PP",1557.26928913439,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","RF",1e+06,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","RM",374.48702118728,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","RO",45.5361862878639,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","SF",258.214326137634,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","SH",172.419392935743,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","SO",1e+06,217,486,486
"2018-02-18","abundance","nbGARCH","Controls","total",2000.20601888487,217,486,486
"2018-02-18","abundance","pevGARCH","All","BA",641.90552331954,217,486,486
"2018-02-18","abundance","pevGARCH","All","DM",1762.72220775627,217,486,486
"2018-02-18","abundance","pevGARCH","All","DO",1538.85217902348,217,486,486
"2018-02-18","abundance","pevGARCH","All","DS",294.453497689034,217,486,486
"2018-02-18","abundance","pevGARCH","All","NA",855.049902676214,217,486,486
"2018-02-18","abundance","pevGARCH","All","OL",834.807361179422,217,486,486
"2018-02-18","abundance","pevGARCH","All","OT",1516.01142125234,217,486,486
"2018-02-18","abundance","pevGARCH","All","PB",2072.35262139811,217,486,486
"2018-02-18","abundance","pevGARCH","All","PE",1220.7217759211,217,486,486
"2018-02-18","abundance","pevGARCH","All","PF",1240.95566574123,217,486,486
"2018-02-18","abundance","pevGARCH","All","PH",48.9277342860823,217,486,486
"2018-02-18","abundance","pevGARCH","All","PL",394.415274755093,217,486,486
"2018-02-18","abundance","pevGARCH","All","PM",808.511561082618,217,486,486
"2018-02-18","abundance","pevGARCH","All","PP",4354.42005957597,217,486,486
"2018-02-18","abundance","pevGARCH","All","RF",37.122817991098,217,486,486
"2018-02-18","abundance","pevGARCH","All","RM",1284.42723289113,217,486,486
"2018-02-18","abundance","pevGARCH","All","RO",275.005316862783,217,486,486
"2018-02-18","abundance","pevGARCH","All","SF",624.104715884283,217,486,486
"2018-02-18","abundance","pevGARCH","All","SH",599.171003055307,217,486,486
"2018-02-18","abundance","pevGARCH","All","SO",26.6415539862741,217,486,486
"2018-02-18","abundance","pevGARCH","All","total",3953.31577280974,217,486,486
"2018-02-18","abundance","pevGARCH","Controls","BA",301.323010210486,217,486,486
"2018-02-18","abundance","pevGARCH","Controls","DM",1457.07123584069,217,486,486
"2018-02-18","abundance","pevGARCH","Controls","DO",938.315888293961,217,486,486
"2018-02-18","abundance","pevGARCH","Controls","DS",148.005521635984,217,486,486
"2018-02-18","abundance","pevGARCH","Controls","NA",203.123426001873,217,486,486
"2018-02-18","abundance","pevGARCH","Controls","OL",414.200210899546,217,486,486
"2018-02-18","abundance","pevGARCH","Controls","OT",920.837025887517,217,486,486
"2018-02-18","abundance","pevGARCH","Controls","PB",788.888913211354,217,486,486
"2018-02-18","abundance","pevGARCH","Controls","PE",340.711639697486,217,486,486
