"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-10-06",8,2022,559,"abundance","jags_RW","dm_controls","DM",13.018,6.631,19.926,115,0.95,217,560,2943
"2022-10-06",9,2022,560,"abundance","jags_RW","dm_controls","DM",22.696,0.183,78.685,115,0.95,217,560,2943
"2022-10-06",10,2022,561,"abundance","jags_RW","dm_controls","DM",31.788,0,155.716,115,0.95,217,560,2943
"2022-10-06",11,2022,562,"abundance","jags_RW","dm_controls","DM",38.523,0.465,196.9,115,0.95,217,560,2943
"2022-10-06",12,2022,563,"abundance","jags_RW","dm_controls","DM",42.214,0.267,196.9,115,0.95,217,560,2943
"2022-10-06",1,2023,564,"abundance","jags_RW","dm_controls","DM",44.623,0.141,196.9,115,0.95,217,560,2943
"2022-10-06",2,2023,565,"abundance","jags_RW","dm_controls","DM",46.567,0.067,196.9,115,0.95,217,560,2943
"2022-10-06",3,2023,566,"abundance","jags_RW","dm_controls","DM",46.913,0.014,196.9,115,0.95,217,560,2943
"2022-10-06",4,2023,567,"abundance","jags_RW","dm_controls","DM",47.066,0,196.9,115,0.95,217,560,2943
"2022-10-06",5,2023,568,"abundance","jags_RW","dm_controls","DM",47.309,0,196.9,115,0.95,217,560,2943
"2022-10-06",6,2023,569,"abundance","jags_RW","dm_controls","DM",46.962,0,196.9,115,0.95,217,560,2943
"2022-10-06",7,2023,570,"abundance","jags_RW","dm_controls","DM",46.289,0,196.9,115,0.95,217,560,2943
"2022-10-06",8,2023,571,"abundance","jags_RW","dm_controls","DM",45.628,0,196.9,115,0.95,217,560,2943
"2022-10-06",9,2023,572,"abundance","jags_RW","dm_controls","DM",45.038,0,196.9,115,0.95,217,560,2943
