"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH","exclosures","PP",1.31604248796075,0,5,0.95,1458,"1458.14",,528,2021-01-14,2,2020,58,217,539,528,551,-11,,
"abundance","nbGARCH","exclosures","PP",2.62823675201363,0,10,0.95,1458,"1458.14",,529,2021-01-14,3,2020,58,217,539,528,551,-10,,
"abundance","nbGARCH","exclosures","PP",4.19650571630499,0,15,0.95,1458,"1458.14",,530,2021-01-14,4,2020,58,217,539,528,551,-9,,
"abundance","nbGARCH","exclosures","PP",5.42197230327066,0,17,0.95,1458,"1458.14",,531,2021-01-14,5,2020,58,217,539,528,551,-8,,
"abundance","nbGARCH","exclosures","PP",6.66823754071332,0,26,0.95,1458,"1458.14",,532,2021-01-14,6,2020,58,217,539,528,551,-7,,
"abundance","nbGARCH","exclosures","PP",7.98007499698826,0,31,0.95,1458,"1458.14",,533,2021-01-14,7,2020,58,217,539,528,551,-6,,
"abundance","nbGARCH","exclosures","PP",9.21660023254754,0,30,0.95,1458,"1458.14",,534,2021-01-14,8,2020,58,217,539,528,551,-5,,
"abundance","nbGARCH","exclosures","PP",10.3086015328377,0,36,0.95,1458,"1458.14",,535,2021-01-14,9,2020,58,217,539,528,551,-4,,
"abundance","nbGARCH","exclosures","PP",11.0417455271057,0,38,0.95,1458,"1458.14",,536,2021-01-14,10,2020,58,217,539,528,551,-3,,
"abundance","nbGARCH","exclosures","PP",10.4451893048904,0,35,0.95,1458,"1458.14",,537,2021-01-14,11,2020,58,217,539,528,551,-2,,
"abundance","nbGARCH","exclosures","PP",8.602989175198,0,27,0.95,1458,"1458.14",,538,2021-01-14,12,2020,58,217,539,528,551,-1,,
"abundance","nbGARCH","exclosures","PP",7.50568908432199,0,23,0.95,1458,"1458.14",,539,2021-01-14,1,2021,58,217,539,528,551,0,,
"abundance","nbGARCH","exclosures","PP",6.82390282793423,0,22,0.95,1458,"1458.14",,540,2021-01-14,2,2021,58,217,539,528,551,1,,
"abundance","nbGARCH","exclosures","PP",6.90171278117819,0,23,0.95,1458,"1458.14",,541,2021-01-14,3,2021,58,217,539,528,551,2,,
"abundance","nbGARCH","exclosures","PP",7.344155266693,0,25,0.95,1458,"1458.14",,542,2021-01-14,4,2021,58,217,539,528,551,3,,
"abundance","nbGARCH","exclosures","PP",7.9102328892615,0,24,0.95,1458,"1458.14",,543,2021-01-14,5,2021,58,217,539,528,551,4,,
"abundance","nbGARCH","exclosures","PP",8.54944111429295,0,23,0.95,1458,"1458.14",,544,2021-01-14,6,2021,58,217,539,528,551,5,,
"abundance","nbGARCH","exclosures","PP",9.23878134415058,0,28,0.95,1458,"1458.14",,545,2021-01-14,7,2021,58,217,539,528,551,6,,
"abundance","nbGARCH","exclosures","PP",9.94623861103741,0,33,0.95,1458,"1458.14",,546,2021-01-14,8,2021,58,217,539,528,551,7,,
"abundance","nbGARCH","exclosures","PP",10.6430566341796,0,34,0.95,1458,"1458.14",,547,2021-01-14,9,2021,58,217,539,528,551,8,,
"abundance","nbGARCH","exclosures","PP",11.2846644957085,0,35,0.95,1458,"1458.14",,548,2021-01-14,10,2021,58,217,539,528,551,9,,
"abundance","nbGARCH","exclosures","PP",11.7167433569112,0,39,0.95,1458,"1458.14",,549,2021-01-14,11,2021,58,217,539,528,551,10,,
"abundance","nbGARCH","exclosures","PP",11.7866170544438,0,37,0.95,1458,"1458.14",,550,2021-01-14,12,2021,58,217,539,528,551,11,,
"abundance","nbGARCH","exclosures","PP",11.6546579185333,0,37,0.95,1458,"1458.14",,551,2021-01-14,1,2022,58,217,539,528,551,12,,
