"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","jags_RW","controls","NA",0.015,0,0.095,0.95,734,"734.05",,528,2020-04-09,2,2020,31,217,529,528,541,-1,,
"abundance","jags_RW","controls","NA",0.02,0,0.118,0.95,734,"734.05",,529,2020-04-09,3,2020,31,217,529,528,541,0,,
"abundance","jags_RW","controls","NA",0.026,0,0.141,0.95,734,"734.05",,530,2020-04-09,4,2020,31,217,529,528,541,1,,
"abundance","jags_RW","controls","NA",0.033,0,0.173,0.95,734,"734.05",,531,2020-04-09,5,2020,31,217,529,528,541,2,,
"abundance","jags_RW","controls","NA",0.042,0,0.198,0.95,734,"734.05",,532,2020-04-09,6,2020,31,217,529,528,541,3,,
"abundance","jags_RW","controls","NA",0.05,0,0.227,0.95,734,"734.05",,533,2020-04-09,7,2020,31,217,529,528,541,4,,
"abundance","jags_RW","controls","NA",0.061,0,0.261,0.95,734,"734.05",,534,2020-04-09,8,2020,31,217,529,528,541,5,,
"abundance","jags_RW","controls","NA",0.075,0,0.307,0.95,734,"734.05",,535,2020-04-09,9,2020,31,217,529,528,541,6,,
"abundance","jags_RW","controls","NA",0.094,0,0.339,0.95,734,"734.05",,536,2020-04-09,10,2020,31,217,529,528,541,7,,
"abundance","jags_RW","controls","NA",0.115,0,0.391,0.95,734,"734.05",,537,2020-04-09,11,2020,31,217,529,528,541,8,,
"abundance","jags_RW","controls","NA",0.141,0,0.42,0.95,734,"734.05",,538,2020-04-09,12,2020,31,217,529,528,541,9,,
"abundance","jags_RW","controls","NA",0.167,0,0.46,0.95,734,"734.05",,539,2020-04-09,1,2021,31,217,529,528,541,10,,
"abundance","jags_RW","controls","NA",0.209,0,0.522,0.95,734,"734.05",,540,2020-04-09,2,2021,31,217,529,528,541,11,,
"abundance","jags_RW","controls","NA",0.23,0,0.586,0.95,734,"734.05",,541,2020-04-09,3,2021,31,217,529,528,541,12,,
