"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pevGARCH","controls","total",55.218764398097605,40,71,217,567,568,580,0.95,126,,3621
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pevGARCH","controls","total",56.451758988431635,38,78,217,567,568,580,0.95,126,,3621
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pevGARCH","controls","total",55.371514746542154,35,76,217,567,568,580,0.95,126,,3621
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pevGARCH","controls","total",53.51883154373872,31,76,217,567,568,580,0.95,126,,3621
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pevGARCH","controls","total",50.53060283247849,30,74,217,567,568,580,0.95,126,,3621
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pevGARCH","controls","total",47.29442832337338,26,68,217,567,568,580,0.95,126,,3621
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pevGARCH","controls","total",44.56881592602728,24,67,217,567,568,580,0.95,126,,3621
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pevGARCH","controls","total",42.693266940169124,22,66,217,567,568,580,0.95,126,,3621
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pevGARCH","controls","total",41.388925038195396,21,64,217,567,568,580,0.95,126,,3621
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pevGARCH","controls","total",42.646369641830745,22,64,217,567,568,580,0.95,126,,3621
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pevGARCH","controls","total",42.54762527209774,21,65,217,567,568,580,0.95,126,,3621
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pevGARCH","controls","total",42.53005741920618,21,64,217,567,568,580,0.95,126,,3621
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pevGARCH","controls","total",43.89218857063633,21,67,217,567,568,580,0.95,126,,3621
