"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbGARCH","controls","total",10.0466447025968,4,16,0.95,1896,1896.02,NA,549,2021-10-28,11,2021,73,217,548,549,560,1,NA,NA
"2","abundance","nbGARCH","controls","total",10.9507330876642,3,20,0.95,1896,1896.02,NA,550,2021-10-28,12,2021,73,217,548,549,560,2,NA,NA
"3","abundance","nbGARCH","controls","total",11.7204195927178,3,22,0.95,1896,1896.02,NA,551,2021-10-28,1,2022,73,217,548,549,560,3,NA,NA
"4","abundance","nbGARCH","controls","total",12.3674867442334,3,25,0.95,1896,1896.02,NA,552,2021-10-28,2,2022,73,217,548,549,560,4,NA,NA
"5","abundance","nbGARCH","controls","total",12.9034917202291,3,26,0.95,1896,1896.02,NA,553,2021-10-28,3,2022,73,217,548,549,560,5,NA,NA
"6","abundance","nbGARCH","controls","total",13.3412578265062,3,26,0.95,1896,1896.02,NA,554,2021-10-28,4,2022,73,217,548,549,560,6,NA,NA
"7","abundance","nbGARCH","controls","total",13.6929733078919,3,26,0.95,1896,1896.02,NA,555,2021-10-28,4,2022,73,217,548,549,560,7,NA,NA
"8","abundance","nbGARCH","controls","total",13.9696577564167,3,28,0.95,1896,1896.02,NA,556,2021-10-28,5,2022,73,217,548,549,560,8,NA,NA
"9","abundance","nbGARCH","controls","total",14.1809272463853,4,26,0.95,1896,1896.02,NA,557,2021-10-28,6,2022,73,217,548,549,560,9,NA,NA
"10","abundance","nbGARCH","controls","total",14.3733560257572,3,29,0.95,1896,1896.02,NA,558,2021-10-28,7,2022,73,217,548,549,560,10,NA,NA
"11","abundance","nbGARCH","controls","total",14.5320911335663,3,28,0.95,1896,1896.02,NA,559,2021-10-28,8,2022,73,217,548,549,560,11,NA,NA
"12","abundance","nbGARCH","controls","total",14.662816834876,4,28,0.95,1896,1896.02,NA,560,2021-10-28,9,2022,73,217,548,549,560,12,NA,NA
