"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","all","PM",0,-4.61899999991852,4.61899999991852,0.95,112,"112.14",,524,2019-12-05,10,2019,6,217,525,524,537,-1,,
"abundance","AutoArima","all","PM",0,-6.53225244448609,6.53225244448609,0.95,112,"112.14",,525,2019-12-05,11,2019,6,217,525,524,537,0,,
"abundance","AutoArima","all","PM",0,-8.00034268001951,8.00034268001951,0.95,112,"112.14",,526,2019-12-05,12,2019,6,217,525,524,537,1,,
"abundance","AutoArima","all","PM",0,-9.23799999983703,9.23799999983703,0.95,112,"112.14",,527,2019-12-05,1,2020,6,217,525,524,537,2,,
"abundance","AutoArima","all","PM",0,-10.3283979878893,10.3283979878893,0.95,112,"112.14",,528,2019-12-05,2,2020,6,217,525,524,537,3,,
"abundance","AutoArima","all","PM",0,-11.3141931217159,11.3141931217159,0.95,112,"112.14",,529,2019-12-05,3,2020,6,217,525,524,537,4,,
"abundance","AutoArima","all","PM",0,-12.2207253055918,12.2207253055918,0.95,112,"112.14",,530,2019-12-05,4,2020,6,217,525,524,537,5,,
"abundance","AutoArima","all","PM",0,-13.0645048889722,13.0645048889722,0.95,112,"112.14",,531,2019-12-05,5,2020,6,217,525,524,537,6,,
"abundance","AutoArima","all","PM",0,-13.8569999997556,13.8569999997556,0.95,112,"112.14",,532,2019-12-05,6,2020,6,217,525,524,537,7,,
"abundance","AutoArima","all","PM",0,-14.6065605120601,14.6065605120601,0.95,112,"112.14",,533,2019-12-05,7,2020,6,217,525,524,537,8,,
"abundance","AutoArima","all","PM",0,-15.3194899063813,15.3194899063813,0.95,112,"112.14",,534,2019-12-05,8,2020,6,217,525,524,537,9,,
"abundance","AutoArima","all","PM",0,-16.000685360039,16.000685360039,0.95,112,"112.14",,535,2019-12-05,9,2020,6,217,525,524,537,10,,
"abundance","AutoArima","all","PM",0,-16.6540413410744,16.6540413410744,0.95,112,"112.14",,536,2019-12-05,10,2020,6,217,525,524,537,11,,
"abundance","AutoArima","all","PM",0,-17.282715469204,17.282715469204,0.95,112,"112.14",,537,2019-12-05,11,2020,6,217,525,524,537,12,,
